no,lat,lon,depth,mw,dt,east_km,north_km,t_days,g
9628,-8.22,116.79,10,3.7,2018-09-07 05:00:09,476.8706963761456,9091.37461775277,3172.9093402777776,2
9629,-8.28,116.74,14,3.82576,2018-09-07 15:03:05,471.3680055897927,9084.738148244316,3173.3280439814816,2
9631,-8.28,116.67,11,4.79814,2018-09-07 17:14:36,463.6593181791768,9084.732432420302,3173.419375,2
9633,-8.14,116.8,10,4.42724,2018-09-08 14:29:58,477.96770358412317,9100.219434783117,3174.3050462962965,2
9634,-8.35,116.88,10,3.82576,2018-09-08 21:54:30,486.7876117175471,9077.006766188322,3174.61375,2
9635,-8.15,116.55,10,4.79814,2018-09-09 04:53:36,450.4281680577459,9099.091758670873,3174.904791666667,0
9637,-8.17,116.31,11,3.77108,2018-09-09 16:58:16,423.9926172849982,9096.843265924877,3175.4080324074075,0
9638,-8.16,116.54,15,4.2632,2018-09-09 17:18:30,449.3278082704897,9097.984960193215,3175.4220833333334,0
9639,-8.12,116.68,10,3.9898,2018-09-09 23:21:51,464.74647140314056,9102.42201912962,3175.674409722222,2
9640,-8.11,116.6,12,3.93512,2018-09-10 00:47:41,455.9318751745012,9103.51974491323,3175.7340162037035,2
9641,-8.21,116.59,10,4.79814,2018-09-10 03:50:15,454.84138322655275,9092.46313173404,3175.860798611111,2
9642,-8.1,116.48,10,4.79814,2018-09-10 08:49:18,442.70971264186943,9104.610335692796,3176.068472222222,0
9643,-8.32,116.47,10,5.11598,2018-09-10 20:22:27,441.64007611330106,9080.286317687496,3176.549826388889,0
9644,-8.09,116.58,10,3.82576,2018-09-10 20:56:35,453.7261478925833,9105.728619614152,3176.5735300925926,0
9645,-8.08,116.4,10,4.09916,2018-09-10 22:22:28,433.8922728427165,9106.809354710493,3176.6331712962965,0
9647,-8.16,116.37,10,4.15384,2018-09-10 22:42:32,430.60049790216107,9097.959675269083,3176.6471064814814,0
9648,-8.28,116.42,12,3.7164,2018-09-10 23:16:41,436.12778670996346,9084.700945888999,3176.670821759259,0
9649,-8.37,116.56,10,3.88044,2018-09-11 02:02:05,451.55662013583327,9074.770628364058,3176.7856828703702,2
9650,-8.34,116.2,10,4.1,2018-09-11 02:40:05,411.9124729640036,9078.025106279567,3176.812071759259,0
9651,-8.46,116.09,42,4.09916,2018-09-11 03:39:27,399.8303018304186,9064.730824970049,3176.8532986111113,1
9654,-7.99,116.3,11,4.15384,2018-09-11 08:56:04,422.8568328607008,9116.74215896573,3177.073171296296,0
9656,-8.84,116.01,21,3.7164,2018-09-11 09:28:10,391.1325646171942,9022.692350509957,3177.0954629629628,1
9657,-8.26,116.56,15,3.7164,2018-09-11 09:30:00,451.54311405366485,9086.931833137722,3177.096736111111,2
9658,-8.14,116.78,10,3.7164,2018-09-11 13:06:28,475.7644639544356,9100.21829137776,3177.247060185185,2
9659,-8.44,116.88,19,3.82576,2018-09-11 15:07:39,486.790654136317,9067.056911434745,3177.3312152777776,2
9660,-8.24,116.65,10,4.20852,2018-09-11 17:59:33,461.45294595569504,9089.152748156717,3177.450590277778,2
9661,-7.99,116.31,10,3.82576,2018-09-11 18:39:55,423.9589300440866,9116.744017281062,3177.478622685185,0
9663,-8.15,116.38,13,4.04448,2018-09-11 22:29:21,431.7004220574957,9099.06696735365,3177.6379513888887,0
9666,-8.31,116.61,18,3.77108,2018-09-11 23:20:38,457.05508765123335,9081.409784906702,3177.6735648148147,2
9673,-8.61,116.07,11,4.15384,2018-09-12 21:49:35,397.6685429980553,9048.140346064303,3178.610335648148,1
9676,-8.35,116.6,10,3.93512,2018-09-13 01:51:31,455.9583917946614,9076.986449942884,3178.7783449074072,2
9677,-8.35,116.87,16,3.9898,2018-09-13 03:44:52,485.6865776088496,9077.006417357938,3178.857060185185,2
9681,-8.48,116.12,12,3.7164,2018-09-14 00:57:22,403.13785691385715,9062.527081423625,3179.740740740741,1
9682,-8.5,116.98,12,3.88044,2018-09-14 02:09:10,497.7987849083308,9060.42563716844,3179.790601851852,2
9684,-8.14,116.39,10,4.3,2018-09-14 04:57:08,432.80040099324606,9100.174227601252,3179.90724537037,0
9685,-8.16,116.58,10,4.15384,2018-09-14 05:58:58,453.73416569841726,9097.989763240874,3179.950185185185,2
9686,-7.94,116.31,10,3.88044,2018-09-14 06:03:49,423.94970484239957,9122.271973378558,3179.953553240741,0
9688,-8.24,116.47,20,3.77108,2018-09-14 16:34:09,441.62829355599104,9089.130928319133,3180.3912847222223,0
9689,-8.21,116.49,10,4.59128,2018-09-14 20:55:04,443.8268330783161,9092.450503430486,3180.5724768518517,0
9692,-8.23,116.73,11,3.88044,2018-09-15 11:19:07,470.263027241094,9090.26512050849,3181.172511574074,2
9696,-8.24,116.77,11,3.9898,2018-09-16 15:53:03,474.6691651814318,9089.162335387258,3182.3627430555557,2
9697,-8.44,116.91,10,3.9,2018-09-16 19:13:11,490.09299365490085,9067.0577996883,3182.5017245370373,2
9702,-8.18,116.26,10,3.7164,2018-09-17 17:58:02,418.4865806659244,9095.727883325078,3183.449537037037,0
9704,-8.04,116.45,10,3.82576,2018-09-17 22:19:53,439.39546896074125,9111.239397812695,3183.631377314815,0
9706,-8.15,116.29,10,4.71868,2018-09-18 07:27:16,421.7855078877968,9099.050652714493,3184.0115046296296,0
9708,-8.33,116.06,15,4.5366,2018-09-18 18:45:06,396.49329135930475,9079.096826694931,3184.4822222222224,0
9711,-8.17,116.27,10,3.93512,2018-09-18 21:41:51,419.58616816541286,9096.83550570802,3184.604965277778,0
9713,-8.43,115.99,10,3.82576,2018-09-19 02:36:07,388.8130104589088,9068.020802018378,3184.8093171296296,0
9718,-8.21,116.64,10,4.09916,2018-09-20 05:09:21,460.34860645870083,9092.468416318137,3185.9157291666666,2
9719,-8.3,116.34,19,3.77108,2018-09-20 11:22:35,427.32114570601755,9082.47601179274,3186.1749189814814,0
9722,-8.14,116.89,10,3.9898,2018-09-20 16:28:29,487.88225355860493,9100.223232505057,3186.387349537037,2
9723,-8.56,116.6,10,3.7164,2018-09-20 17:59:00,455.9822238812923,9053.769555316689,3186.450208333333,1
9724,-8.54,116.1,10,3.77108,2018-09-20 18:29:36,400.9516942578721,9055.887988796028,3186.4714583333334,1
9727,-8.32,116.14,13,4.15384,2018-09-21 07:54:35,405.30063768467255,9080.222529858574,3187.030474537037,0
9731,-8.14,116.66,10,3.9898,2018-09-21 16:51:13,462.54495716695067,9100.209144048222,3187.403136574074,2
9732,-8.24,116.25,10,3.77108,2018-09-21 18:28:40,417.39738851349756,9089.092135358398,3187.470810185185,0
9734,-8.34,116.0,16,3.93512,2018-09-21 19:19:51,389.8886502458597,9077.974923053443,3187.506354166667,0
9737,-8.19,116.42,13,4.09916,2018-09-22 09:32:28,436.1133589486691,9094.651191939935,3188.098449074074,0
9738,-8.15,116.45,10,4.04448,2018-09-22 12:18:57,439.41190816788946,9099.078129719412,3188.2140625,0
9739,-8.33,116.75,11,4.37256,2018-09-22 17:43:23,472.47272688263223,9079.21114296983,3188.439363425926,2
9740,-8.08,116.42,12,4.2632,2018-09-23 02:39:37,436.0959377883554,9106.81254433,3188.8117476851853,0
9742,-8.39,117.18,10,3.7164,2018-09-23 05:09:03,519.8165775992161,9072.582090842472,3188.915520833333,2
9743,-8.19,116.43,14,3.88044,2018-09-23 14:01:28,437.2148881674001,9094.652766783442,3189.2852546296294,0
9745,-8.26,116.25,13,3.88044,2018-09-23 18:45:17,417.40154216019147,9086.880894433916,3189.482349537037,0
9746,-8.47,116.83,13,4.2632,2018-09-23 19:10:47,481.28819365655073,9063.738231629284,3189.5000578703703,2
9749,-8.23,116.78,10,4.48192,2018-09-23 23:30:22,475.76990314692483,9090.268491318155,3189.680324074074,2
9764,-8.23,116.79,10,3.82576,2018-09-24 22:18:06,476.8712760606556,9090.269082927514,3190.6301388888887,2
9768,-8.23,116.25,10,4.04448,2018-09-25 07:27:06,417.39531544164413,9090.197755009845,3191.011388888889,0
9779,-8.32,116.16,10,3.88044,2018-09-27 10:14:53,407.50310245681203,9080.227258224666,3193.1279050925928,0
9780,-8.28,116.14,10,3.77108,2018-09-27 10:36:26,405.29105421144783,9084.645137658885,3193.1428703703705,0
9784,-8.23,116.66,27,3.93512,2018-09-28 00:30:55,462.55336333329086,9090.259245619323,3193.7223726851853,2
9785,-8.22,116.8,10,4.2632,2018-09-28 01:13:31,477.97209621423895,9091.375181178242,3193.7519560185187,2
9786,-8.23,116.82,10,4.37256,2018-09-28 15:40:44,480.17539085004165,9090.270692652075,3194.3541898148146,2
9788,-8.38,116.81,12,3.88044,2018-09-29 00:02:24,479.08196302567023,9073.687114546363,3194.7025694444446,2
9790,-8.08,116.84,10,3.93512,2018-09-29 19:11:26,482.37156216259893,9106.854548235595,3195.500509259259,2
9793,-8.42,116.97,10,3.7,2018-09-30 14:50:01,496.6974959919418,9069.269893207807,3196.3189699074073,2
9794,-7.94,116.35,10,3.93512,2018-09-30 17:04:55,428.35860639163434,9122.279095505726,3196.412650462963,0
9797,-8.29,116.08,11,3.77108,2018-10-01 02:25:07,398.68548166912063,9083.524685682885,3196.801678240741,0
9809,-8.74,116.47,13,4.04448,2018-10-02 02:07:55,441.70378930153646,9033.851526549584,3197.7897337962963,1
9820,-8.3,116.03,10,3.82576,2018-10-02 07:49:59,393.1814641401428,9082.405904717096,3198.0272800925927,0
9849,-8.64,116.52,10,3.7164,2018-10-03 15:21:00,447.1895674063176,9044.914803999003,3199.340486111111,1
9863,-8.33,116.44,11,3.7164,2018-10-04 18:47:05,438.33815004810424,9079.176186487128,3200.483599537037,0
9864,-8.54,116.85,19,4.20852,2018-10-05 02:52:10,483.4925842090834,9056.000308637147,3200.820462962963,2
9872,-8.42,116.75,10,4.95706,2018-10-07 17:57:22,472.47905033229756,9069.261228004621,3203.449074074074,2
9873,-8.38,116.85,10,3.77108,2018-10-07 19:03:05,483.485771275224,9073.689018813753,3203.494710648148,2
9880,-8.23,116.46,10,3.77108,2018-10-08 17:28:39,440.52541690350165,9090.235029955975,3204.4291319444446,0
9883,-8.21,116.88,10,4.64596,2018-10-10 02:16:02,486.7829434694895,9092.484228587318,3205.79537037037,2
9885,-8.27,116.07,10,3.88044,2018-10-10 04:57:37,397.57897456242887,9085.73346429133,3205.9075810185186,0
9905,-8.31,116.77,13,3.93512,2018-10-11 12:23:14,474.6736362792264,9081.423562354667,3207.2170370370372,2
9919,-8.08,117.22,10,3.93512,2018-10-12 20:39:05,524.2391291575007,9106.851466979286,3208.5613773148148,2
9923,-8.23,116.28,10,3.7164,2018-10-13 09:25:24,420.69967425306294,9090.203823196762,3209.0935416666666,0
9945,-8.4,116.93,12,3.93512,2018-10-16 23:02:21,492.2937607200134,9071.480407963269,3212.6608680555555,2
9946,-8.24,116.15,10,3.77108,2018-10-17 07:34:55,406.38297280132474,9089.07009268395,3213.0168171296295,0
9947,-8.36,116.13,12,4.04448,2018-10-17 14:22:26,404.20914250347266,9075.797496220925,3213.299814814815,0
9951,-8.28,116.22,10,4.7,2018-10-18 01:12:59,414.10174087088103,9084.663298098485,3213.751585648148,0
9953,-8.44,115.94,10,3.77108,2018-10-18 15:15:47,383.3111142554488,9066.900500581287,3214.336863425926,0
9958,-8.41,116.97,10,4.1,2018-10-20 23:21:29,496.69741128061156,9070.375431552573,3216.6741550925926,2
9975,-8.19,116.72,10,4.5366,2018-10-23 21:52:58,469.1585634904314,9094.686522120244,3219.612685185185,2
9977,-8.25,116.41,10,4.2632,2018-10-24 04:08:51,435.02159451638346,9088.016085818277,3219.8737152777776,0
9979,-8.16,116.5,11,3.82576,2018-10-24 20:25:45,444.9214269798962,9097.979720456524,3220.5521180555556,0
9982,-8.43,116.89,14,3.9898,2018-10-25 07:59:03,487.8911229781237,9068.162777003019,3221.033576388889,2
9984,-8.03,116.56,10,3.7164,2018-10-25 20:20:51,451.51544773981783,9112.359593586187,3221.548715277778,0
9985,-8.41,116.96,13,3.9,2018-10-25 22:56:47,495.59654822334085,9070.375333198685,3221.6570023148147,2
9986,-8.3,116.19,10,3.7164,2018-10-26 11:06:24,410.8022608551266,9082.445419948694,3222.1636805555554,0
9990,-8.15,116.43,10,4.5366,2018-10-27 09:30:37,437.2086358259456,9099.075076787443,3223.097164351852,0
9991,-8.19,116.38,10,4.20852,2018-10-27 13:31:41,431.70722295138904,9094.644618631068,3223.264571759259,0
9995,-8.33,116.02,15,3.7164,2018-10-29 06:43:15,392.08834471760537,9079.086133141105,3224.9809375,0
10001,-8.35,116.6,10,4.2632,2018-10-31 16:42:24,455.9583917946614,9076.986449942884,3227.397013888889,2
10003,-8.36,116.89,10,4.3,2018-11-01 01:28:34,487.8889538473888,9075.901550303517,3227.7624074074074,2
10007,-8.04,116.45,10,3.88044,2018-11-01 22:05:23,439.39546896074125,9111.239397812695,3228.6213078703704,0
10010,-8.17,116.44,10,4.2632,2018-11-02 08:21:24,438.31334048655225,9096.865466639289,3229.0490972222224,0
10011,-8.14,116.83,11,3.7164,2018-11-02 19:25:18,481.2725582453782,9100.220945707932,3229.510138888889,2
10013,-8.25,116.43,10,4.20852,2018-11-03 00:57:40,437.22432370537564,9088.019285532353,3229.7409490740743,0
10015,-8.42,116.77,19,4.2632,2018-11-04 01:11:09,474.6807381965374,9069.262578434686,3230.7503125,2
10017,-8.5,116.6,11,3.88044,2018-11-04 04:18:54,455.975354728371,9060.402979065993,3230.8806944444445,2
10018,-8.21,116.49,20,4.04448,2018-11-04 05:02:18,443.8268330783161,9092.450503430486,3230.9108333333334,0
10019,-8.25,115.93,10,4.2632,2018-11-04 12:50:14,382.15320499204665,9087.906180900085,3231.235787037037,0
10020,-8.45,116.62,11,3.88044,2018-11-04 17:38:49,458.1712156466324,9065.933018772681,3231.4361921296295,2
10022,-8.43,116.72,21,3.8,2018-11-05 10:24:17,469.1773039842296,9068.15343986779,3232.1344328703703,2
10026,-8.29,116.58,10,4.59128,2018-11-06 01:00:14,453.7492379923156,9083.617530828564,3232.7427314814813,2
10027,-8.5,116.93,10,4.8,2018-11-06 06:49:58,492.29574548457975,9060.424998324563,3232.9856018518517,2
10030,-8.23,116.84,10,3.9898,2018-11-06 13:49:38,482.37813107372455,9090.271628216316,3233.277037037037,2
10031,-8.26,116.83,10,3.9898,2018-11-06 23:08:15,481.2781724380673,9086.954573836443,3233.664965277778,2
10035,-8.34,116.95,10,3.9,2018-11-07 11:19:54,494.4947014038176,9078.113961311048,3234.1730555555555,2
10036,-8.26,116.76,15,4.64596,2018-11-07 18:36:12,473.56914744708956,9086.950611195673,3234.476041666667,2
10041,-8.4,116.99,10,3.8,2018-11-08 03:07:36,498.89910893284963,9071.481081611215,3234.8311805555554,2
10043,-8.32,116.79,11,4.15384,2018-11-08 14:58:09,476.87652472890437,9080.319244747536,3235.3246180555557,2
10044,-8.45,116.75,17,4.15384,2018-11-08 17:31:55,472.48117314739466,9065.944579620364,3235.4314004629628,2
10049,-8.4,116.04,13,3.82576,2018-11-09 09:22:44,394.3096919465039,9071.35174040074,3236.091689814815,0
10055,-8.32,116.91,10,3.93512,2018-11-10 15:14:54,490.0899566407264,9080.32425037959,3237.33625,2
10056,-8.14,116.31,10,3.77108,2018-11-11 05:15:15,423.9869509577922,9100.160069805572,3237.919826388889,0
10058,-8.3,116.06,11,4.20852,2018-11-11 17:30:11,396.4854207520059,9082.413855164023,3238.430196759259,0
10067,-8.16,116.41,10,3.88044,2018-11-14 00:57:29,435.0069710789385,9097.96633433767,3240.7408217592592,0
10068,-8.17,116.2,11,3.93512,2018-11-14 05:29:51,411.8747898399246,9096.820873026696,3240.9299652777777,0
10074,-8.22,116.36,10,4.20852,2018-11-15 12:46:31,429.5094306780653,9091.324388107087,3242.2332060185186,0
10078,-8.3,116.36,10,3.7164,2018-11-16 08:22:55,429.52362498699836,9082.479618882948,3243.050150462963,0
10083,-8.37,116.07,11,4.20852,2018-11-17 05:41:17,397.6049462006786,9074.676730383118,3243.9379050925927,0
10084,-7.99,116.5,10,4.15384,2018-11-17 07:16:48,444.89838758804814,9116.774244075646,3244.004236111111,0
10091,-8.29,116.61,10,3.93512,2018-11-18 00:55:47,457.05291497410667,9083.620897904473,3244.7396412037037,2
10092,-8.36,116.19,19,3.77108,2018-11-18 06:13:19,410.81584862554774,9075.811579863741,3244.960150462963,0
10104,-8.11,116.41,20,3.77108,2018-11-21 03:49:37,434.998915815681,9103.494231295155,3247.860358796296,0
10110,-8.22,116.29,10,3.77108,2018-11-22 08:28:48,421.79916237039686,9091.311400487097,3249.054236111111,0
10120,-8.18,116.22,10,3.88044,2018-11-23 17:44:23,414.08019368383776,9095.719566569871,3250.4400578703703,0
10149,-8.13,116.4,19,3.93512,2018-11-28 11:35:24,433.9004346410519,9101.281456109826,3255.1838194444445,0
10176,-8.23,116.59,10,3.93512,2018-12-04 05:44:12,454.84364545971897,9090.252022308785,3260.9399305555557,2
10186,-8.51,116.04,17,5.19544,2018-12-06 01:02:47,394.3396580057745,9059.189151046745,3262.744502314815,1
10194,-8.26,116.81,15,3.88044,2018-12-06 19:32:08,479.07559710715105,9086.953579727151,3263.5148842592594,2
10196,-8.5,116.87,10,3.77108,2018-12-07 05:44:33,485.6920903648713,9060.42329473737,3263.9401736111113,2
10203,-8.21,116.61,10,4.31788,2018-12-08 14:00:40,457.0442762779234,9092.465327931026,3265.284699074074,2
10211,-8.15,116.62,10,4.2632,2018-12-11 01:17:43,458.1394612300267,9099.09967693475,3267.754872685185,2
10212,-8.24,116.25,10,3.77108,2018-12-11 04:06:36,417.39738851349756,9089.092135358398,3267.872152777778,0
10221,-8.33,116.09,10,3.7164,2018-12-13 04:11:24,399.79696929138714,9079.104554330415,3269.875486111111,0
10228,-8.36,116.74,10,3.82576,2018-12-17 00:58:31,471.373813140775,9075.89379721106,3273.7415393518518,2
10234,-8.37,116.73,10,3.7164,2018-12-17 05:21:09,470.27355615743056,9074.78750958363,3273.923923611111,2
10236,-8.33,116.55,10,4.20852,2018-12-18 07:41:41,450.450568709975,9079.191653366088,3275.021516203704,2
10237,-8.26,116.04,10,3.7164,2018-12-18 08:51:34,394.2721133986749,9086.831304418247,3275.0700462962964,0
10238,-8.26,116.18,10,4.20852,2018-12-18 15:53:31,409.6918663967538,9086.865718236233,3275.3630671296296,0
10240,-8.35,116.8,10,3.82576,2018-12-18 17:37:38,477.9793252645289,9077.003194154875,3275.4353703703705,2
10242,-8.27,116.7,10,3.82576,2018-12-19 09:38:25,466.96221398565575,9085.840593175719,3276.1025810185183,2
10249,-8.42,116.74,19,4.95706,2018-12-21 10:43:56,471.37820520462543,9069.260510587332,3278.1480787037035,2
10256,-8.43,116.7,12,3.93512,2018-12-21 15:58:46,466.97566410166553,9068.15180620528,3278.366712962963,2
10260,-8.63,116.3,10,4.59128,2018-12-22 05:58:27,422.9817818399019,9045.982987742838,3278.949826388889,1
10265,-8.31,116.08,10,4.1,2018-12-22 23:59:50,398.69060785014415,9081.313347077004,3279.700787037037,0
10268,-8.0,117.24,10,3.77108,2018-12-24 02:25:37,526.4478798228139,9115.694439650679,3280.802025462963,2
10278,-8.26,116.21,10,3.7164,2018-12-25 22:39:36,412.99602843766417,9086.872388081589,3282.6450694444443,0
10280,-8.23,116.62,10,3.93512,2018-12-26 00:36:14,458.14781758340774,9090.255283129309,3282.726064814815,2
10283,-8.19,116.22,11,4.04448,2018-12-26 02:39:57,414.082336697013,9094.613942144024,3282.811979166667,0
10289,-8.32,116.8,10,4.71868,2018-12-26 12:22:22,477.97764702068906,9080.319814835686,3283.216435185185,2
10291,-8.39,116.79,12,3.93512,2018-12-26 12:35:41,476.88064623064486,9072.580450709738,3283.2256828703703,2
10297,-8.36,116.19,10,3.9898,2018-12-27 11:48:54,410.81584862554774,9075.811579863741,3284.1931944444445,0
10298,-8.37,116.2,12,3.77108,2018-12-27 12:59:53,411.91920295082906,9074.708189992869,3284.242488425926,0
10307,-8.43,116.95,10,3.88044,2018-12-28 17:03:07,494.4959675746598,9068.16412897356,3285.411400462963,2
10308,-8.39,116.59,10,3.82576,2018-12-29 02:46:51,454.86194016927016,9072.563067811157,3285.8167708333335,2
10329,-8.33,116.19,10,3.7164,2018-12-31 16:15:43,410.8090425877507,9079.128502356363,3288.378483796296,0
10330,-8.22,116.78,10,3.88044,2018-12-31 16:43:12,475.7692958577362,9091.374026842504,3288.3975694444443,2
10332,-8.32,116.05,10,4.04448,2018-12-31 21:53:07,395.3894047161762,9080.199874863612,3288.612789351852,0
10346,-8.41,116.54,10,3.7164,2019-01-03 01:45:11,449.35978427299034,9070.345826254483,3290.773946759259,2
10347,-8.29,116.76,10,3.727336,2019-01-03 01:58:32,473.5711469466896,9083.633991893745,3290.783217592593,2
10357,-8.28,116.6,16,3.82576,2019-01-03 12:14:46,455.9505784237726,9084.725360217217,3291.2111574074074,2
10359,-8.32,116.03,10,4.2632,2019-01-03 17:33:27,393.18687551476864,9080.194534325019,3291.4324652777777,0
10363,-8.23,116.75,10,3.77108,2019-01-04 08:19:48,472.4657800004302,9090.266551385324,3292.047986111111,2
10364,-8.16,116.79,10,3.8,2019-01-04 09:51:02,476.8672329745231,9098.007815225663,3292.111342592593,2
10367,-8.3,116.13,14,4.20852,2019-01-04 21:46:42,404.1945478631193,9082.431434542948,3292.608333333333,0
10370,-8.2,116.16,10,4.15384,2019-01-05 05:31:58,407.4751553413091,9093.494989431862,3292.9314351851854,0
10374,-8.25,116.03,10,4.02,2019-01-05 21:10:03,393.1679923082242,9087.934321297222,3293.5828819444446,0
10380,-8.3,116.44,13,4.15384,2019-01-06 12:12:20,438.33346184500317,9082.492937166386,3294.209467592593,0
10387,-8.4,116.73,10,3.727336,2019-01-07 06:04:42,470.2758353053082,9071.470864530398,3294.954166666667,2
10388,-8.31,116.77,10,3.842164,2019-01-07 06:46:37,474.6736362792264,9081.423562354667,3294.983275462963,2
10422,-8.3,116.54,15,3.7164,2019-01-11 01:28:52,449.3455967412561,9082.507087491653,3298.762615740741,2
10461,-8.26,116.25,10,3.77108,2019-01-16 00:29:24,417.40154216019147,9086.880894433916,3303.7213194444444,0
10481,-8.34,116.7,10,3.93512,2019-01-20 02:52:43,466.96806691020635,9078.101766362219,3307.8208449074073,2
10487,-8.45,116.51,14,3.77108,2019-01-20 11:21:29,446.0626308940398,9065.919509643161,3308.1741550925926,2
10547,-8.33,116.93,10,4.48192,2019-01-23 17:59:34,492.2923852662733,9079.219161351268,3311.450601851852,2
10549,-8.25,116.79,10,4.15384,2019-01-24 08:32:21,476.87243753030305,9088.05801163136,3312.056701388889,2
10561,-8.22,116.21,10,3.7164,2019-01-25 06:50:06,412.98728849133965,9091.294907827973,3312.9856944444446,0
10564,-8.22,116.81,10,4.04448,2019-01-25 09:00:22,479.07349540441294,9091.37571711901,3313.076157407407,2
10626,-8.81,115.95,10,3.75,2019-02-02 07:34:01,384.52452244513955,9025.991515473097,3321.0161921296294,1
10633,-8.2,116.84,10,4.37256,2019-02-02 20:58:50,482.37680768723527,9093.588222025606,3321.5750925925927,2
10659,-8.61,116.32,10,3.77108,2019-02-05 09:41:56,425.17846955782267,9048.198213991862,3324.105023148148,1
10661,-8.3,116.61,10,4.09916,2019-02-05 19:30:38,457.0540006625626,9082.515341681114,3324.5138425925925,2
10666,-8.47,116.88,10,3.967928,2019-02-06 15:42:35,486.79167547477545,9063.74028308298,3325.355474537037,2
10708,-8.62,115.99,10,3.88044,2019-02-11 06:53:36,388.86791487888905,9047.012316474404,3329.988125,1
10719,-8.74,116.77,31,4.09916,2019-02-12 06:31:15,474.7019256174904,9033.884781940553,3330.9726041666668,1
10722,-8.38,116.84,10,4.64596,2019-02-12 10:05:44,482.38482002105815,9073.688584753376,3331.121550925926,2
10723,-8.35,115.99,10,3.77108,2019-02-12 11:23:18,388.79025639631243,9076.866421075847,3331.1754166666665,0
10732,-8.24,116.3,10,3.7164,2019-02-12 21:54:51,422.90450324286815,9089.102123154322,3331.6139930555555,0
10741,-8.38,116.16,13,3.77108,2019-02-14 18:46:22,407.5172272594066,9073.593363367276,3333.4831018518516,0
10746,-8.87,116.66,10,3.732804,2019-02-15 20:44:48,462.6157876633122,9019.503106575305,3334.565347222222,1
10760,-8.17,116.0,10,3.7164,2019-02-18 16:22:26,389.841542091834,9096.771684663507,3337.383148148148,0
10798,-8.25,116.8,10,4.09916,2019-02-24 03:18:34,477.9737544545901,9088.058577056358,3342.838796296296,2
10814,-8.41,116.53,19,3.93512,2019-02-25 23:55:45,448.2588864751287,9070.34451948252,3344.6979513888887,2
10869,-8.36,116.55,10,3.950918117,2019-03-08 15:06:46,450.4543494126366,9075.874951857877,3355.330601851852,2
10898,-8.22,116.27,10,3.729630385,2019-03-13 11:36:13,419.59620835099565,9091.307442294139,3360.184386574074,0
10902,-8.18,116.46,10,4.264564486,2019-03-15 08:46:56,440.5179813621321,9095.762899851406,3362.066828703704,0
10905,-8.46,116.56,18,5.354493037,2019-03-17 07:07:26,451.56780256966744,9064.820501831926,3363.9977314814814,2
10906,-8.44,116.49,10,5.023961789,2019-03-17 07:09:20,443.859605428735,9067.022268453764,3363.999050925926,2
10907,-8.31,116.59,10,4.71272624,2019-03-17 07:11:39,454.8527490748224,9081.407562705619,3364.0006597222223,2
10908,-8.46,116.51,10,3.878148457,2019-03-17 07:17:26,446.06402112768853,9064.81393025223,3364.0046759259258,2
10944,-8.41,116.56,15,3.789499989,2019-03-17 18:03:28,451.5615754412035,9070.3483554819,3364.4533101851853,2
10945,-8.34,116.57,10,4.106252602,2019-03-17 18:08:48,452.65400924621076,9078.088539767097,3364.457013888889,2
10956,-8.36,116.55,10,4.272514881,2019-03-18 00:32:06,450.4543494126366,9075.874951857877,3364.7231944444443,2
10958,-8.34,116.55,10,4.063506963,2019-03-18 00:46:28,450.4518274440859,9078.08608674968,3364.7331712962964,2
10972,-8.26,116.54,11,3.878340479,2019-03-18 14:17:03,449.34048364447693,9086.929347758576,3365.296076388889,2
10977,-8.19,116.27,10,3.829690548,2019-03-18 18:57:39,419.590176935923,9094.624281955965,3365.4909375,0
10979,-8.36,116.57,10,3.711208088,2019-03-19 06:13:30,452.65641911665034,9075.877410590912,3365.9602777777777,2
10996,-8.29,116.73,10,4.083424722,2019-03-21 01:31:12,470.267518030476,9083.631871935557,3367.764236111111,2
11018,-8.27,115.82,21,4.065583498,2019-03-23 22:06:15,370.0430816803868,9085.66052622626,3370.6219097222224,0
11039,-8.3,116.55,10,3.841020919,2019-03-27 13:03:15,450.4468015087334,9082.508349905067,3374.2448263888887,2
11040,-8.4,116.53,10,3.848974491,2019-03-27 13:10:39,448.2575608244124,9071.450092967927,3374.249965277778,2
11042,-8.18,116.29,10,3.960606589,2019-03-27 14:16:31,421.79134560143075,9095.733833557353,3374.2957060185186,0
11044,-8.19,116.71,10,3.767655652,2019-03-27 16:05:10,468.0570746865593,9094.685741594429,3374.3711574074073,2
11045,-8.22,116.29,13,3.784857805,2019-03-27 16:06:38,421.79916237039686,9091.311400487097,3374.372175925926,0
11046,-8.85,116.76,39,3.943284782,2019-03-28 01:22:24,473.6097921913225,9021.722834158472,3374.758125,1
11049,-8.18,116.43,10,3.840751956,2019-03-29 16:37:06,437.21332223058937,9095.758345094446,3376.3933333333334,0
11054,-8.39,117.17,10,3.783939376,2019-03-30 15:00:15,518.7156534159587,9072.582581479537,3377.326076388889,2
11061,-8.44,117.19,12,4.016194992,2019-03-31 03:10:34,520.9148198153022,9067.053851884002,3377.8332407407406,2
11078,-8.27,116.76,16,4.204929463,2019-04-02 11:13:12,473.569813146791,9085.845071979276,3380.168402777778,2
11097,-8.32,116.57,10,3.993585587,2019-04-06 11:19:33,452.65160510954564,9080.299666730969,3384.1728125,2
11124,-8.21,116.66,10,4.259505583,2019-04-11 06:55:20,462.55148735973575,9092.470337972438,3388.989328703704,2
