no,lat,lon,depth,mw,dt,east_km,north_km,t_days,g
8277,-8.78,116.37,10,3.7164,2018-07-31 20:36:49,430.71151848925683,9029.412117989337,3135.5598032407406,1
8282,-8.43,116.51,13,3.9898,2018-08-01 00:03:15,446.05985532591626,9068.130666748004,3135.703159722222,2
8287,-8.61,116.58,16,3.88044,2018-08-01 02:38:28,453.7873470652894,9048.239329030526,3135.810949074074,1
8291,-8.34,116.64,10,3.88044,2018-08-01 08:34:56,460.36160343802965,9078.09624718898,3136.0584953703706,2
8292,-8.38,116.57,10,3.82576,2018-08-01 08:49:01,452.65883472058783,9073.666279197258,3136.068275462963,2
8293,-8.25,116.68,10,4.42724,2018-08-01 10:04:01,464.7578993549713,9088.049971500866,3136.1203587962964,2
8294,-8.36,116.63,11,3.9898,2018-08-01 10:06:33,459.2625958902273,9075.884116171397,3136.1221180555553,2
8296,-8.26,116.67,10,4.15384,2018-08-01 10:12:20,463.65748638122136,9086.943528076907,3136.1261342592593,2
8297,-8.24,116.68,10,4.48192,2018-08-01 10:44:02,464.75701387929786,9089.155516899948,3136.1481481481483,2
8300,-8.23,116.67,10,3.93512,2018-08-01 11:33:35,463.65474693642165,9090.260167444498,3136.18255787037,2
8303,-8.67,116.36,10,3.88044,2018-08-01 15:00:27,429.59104965139306,9041.572100928073,3136.326215277778,1
8325,-8.28,116.67,10,3.7164,2018-08-01 20:55:56,463.6593181791768,9084.732432420302,3136.5730787037037,2
8341,-8.26,116.69,10,4.09916,2018-08-02 11:17:00,465.86008437782374,9086.945295413308,3137.1710416666665,2
8351,-8.26,116.48,10,4.15384,2018-08-02 15:49:24,442.73255563236785,9086.921228775267,3137.3602083333335,0
8352,-8.59,116.36,17,3.9898,2018-08-02 16:16:18,429.5762239553967,9050.41703472718,3137.378888888889,1
8353,-8.48,116.85,10,4.09916,2018-08-02 16:31:30,483.490014362922,9062.633591874137,3137.3894444444445,2
8356,-8.45,116.86,10,3.7164,2018-08-02 17:15:30,484.589489294037,9065.950635207928,3137.42,2
8361,-8.29,116.63,11,4.8776,2018-08-02 19:07:21,459.2553599296527,9083.623004048532,3137.497673611111,2
8362,-8.25,116.64,10,4.42724,2018-08-02 19:17:43,460.3525839240889,9088.046220319187,3137.504872685185,2
8375,-8.33,116.64,10,3.9898,2018-08-03 06:04:54,460.3605964691233,9079.201801966441,3137.9543055555555,2
8377,-8.26,116.49,10,3.77108,2018-08-03 07:49:03,443.83388098835184,9086.922650986766,3138.0266319444445,0
8380,-8.26,116.46,10,3.77108,2018-08-03 15:48:09,440.52989983656096,9086.918301493448,3138.359340277778,0
8382,-8.16,116.39,10,3.7164,2018-08-03 17:18:43,432.80373844619646,9097.963059396086,3138.4222337962965,0
8392,-8.58,116.49,17,3.88044,2018-08-03 23:56:38,443.87999408275635,9051.544068297451,3138.6985648148147,1
8394,-8.28,116.64,10,4.79814,2018-08-04 05:44:54,460.35557962675034,9084.729567566164,3138.940416666667,2
8395,-8.28,116.64,10,4.09916,2018-08-04 07:00:10,460.35557962675034,9084.729567566164,3138.992685185185,2
8405,-8.27,116.7,10,3.77108,2018-08-04 15:14:17,466.96221398565575,9085.840593175719,3139.335821759259,2
8420,-8.37,116.48,15,6.79469,2018-08-05 11:46:35,442.7485176728523,9074.759886775691,3140.1915856481482,0
8421,-8.29,116.01,10,4.8776,2018-08-05 12:03:23,390.97605420359815,9083.506156361125,3140.203252314815,0
8422,-8.31,116.16,24,4.5366,2018-08-05 12:07:05,407.50075812509016,9081.33290546334,3140.2058217592594,0
8423,-8.37,116.01,10,4.64596,2018-08-05 12:08:41,390.99819903293405,9074.660615214823,3140.2069328703706,0
8425,-8.11,116.15,10,4.79814,2018-08-05 12:18:03,406.3526494407588,9103.443444626724,3140.2134375,0
8426,-8.16,116.23,11,4.5366,2018-08-05 12:21:36,415.17757078455674,9097.932929009003,3140.215902777778,0
8427,-8.11,116.15,10,4.4,2018-08-05 12:24:07,406.3526494407588,9103.443444626724,3140.217650462963,0
8428,-8.34,116.38,12,4.48192,2018-08-05 12:25:02,431.73302091991275,9078.060733623892,3140.218287037037,0
8429,-8.15,116.46,10,4.59128,2018-08-05 12:27:12,440.5135416474252,9099.079615291714,3140.219791666667,0
8430,-8.3,116.04,29,4.20852,2018-08-05 12:33:30,394.28278610743223,9082.408582629068,3140.224166666667,0
8431,-8.26,116.04,10,4.64596,2018-08-05 12:35:18,394.2721133986749,9086.831304418247,3140.2254166666667,0
8432,-8.35,116.2,10,3.9898,2018-08-05 12:40:08,411.9147136258713,9076.919468063566,3140.2287731481483,0
8433,-8.26,116.21,10,4.95706,2018-08-05 12:42:31,412.99602843766417,9086.872388081589,3140.230428240741,0
8434,-8.17,116.05,20,4.09916,2018-08-05 12:46:21,395.34996548244436,9096.785006950195,3140.2330902777776,0
8435,-8.21,116.16,10,4.04448,2018-08-05 12:48:07,407.477468860945,9092.389348124361,3140.2343171296297,0
8436,-8.41,116.16,17,5.35436,2018-08-05 12:49:53,407.5243274655434,9070.276408565163,3140.2355439814814,0
8437,-8.22,116.22,15,4.31788,2018-08-05 12:58:04,414.08878134465215,9091.297065645742,3140.241226851852,0
8438,-8.21,116.47,10,4.8776,2018-08-05 13:07:35,441.62390425572823,9092.447648295414,3140.2478356481483,0
8439,-8.28,116.2,11,4.79814,2018-08-05 13:12:13,411.8990850054028,9084.658924144736,3140.251053240741,0
8440,-8.34,116.3,10,4.09916,2018-08-05 13:24:36,422.9239799360543,9078.046014621928,3140.259652777778,0
8441,-8.22,116.27,10,4.04448,2018-08-05 13:30:21,419.59620835099565,9091.307442294139,3140.263645833333,0
8442,-8.33,116.0,10,4.04448,2018-08-05 13:32:07,389.8858525002561,9079.080619197046,3140.2648726851853,0
8443,-8.14,116.63,10,3.9898,2018-08-05 13:39:33,459.24005785053413,9100.206244639283,3140.270034722222,2
8444,-8.36,116.13,11,4.31788,2018-08-05 13:45:21,404.20914250347266,9075.797496220925,3140.2740625,0
8445,-8.59,116.35,13,3.9898,2018-08-05 13:50:17,428.47580739811673,9050.4151843713,3140.277488425926,1
8446,-8.12,116.28,10,4.09916,2018-08-05 13:51:18,420.6779413351721,9102.365524967137,3140.2781944444446,0
8447,-8.22,116.48,10,4.15384,2018-08-05 13:56:24,442.7268032661342,9091.3435185173,3140.281736111111,0
