No;Date ;Time (UTC);Lat;Long;Depth;Mag (Mw)
1242;10-Sep-10;00.28.40;-10.12;122.17;172;3.856807359
1243;10-Sep-10;14.38.11;-8.73;121.75;93;4.094216654
1244;10-Sep-10;16.13.04;-9.36;119.38;49;3.861346072
1245;11-Sep-10;06.50.17;-9.61;114.32;22;4.163655224
1246;11-Sep-10;09.40.52;-7.96;116.18;294;4.214732298
1247;13-Sep-10;14.54.16;-9.03;120.36;11;3.66572952
1248;15-Sep-10;06.33.07;-8.08;122.45;227;4.244424955
1249;16-Sep-10;22.48.30;-8.38;120.65;192;3.887953646
1250;17-Sep-10;10.32.49;-7.12;121.06;124;3.827698242
1251;20-Sep-10;15.04.54;-8.29;119.58;135;4.186337835
1252;21-Sep-10;16.01.34;-8.58;115.02;83;3.703948708
1253;22-Sep-10;22.04.59;-9.39;114;87;4.470538614
1254;23-Sep-10;06.53.49;-8.02;118.46;10;4.271791864
1255;23-Sep-10;19.23.13;-9.52;116.98;10;3.838625056
1256;24-Sep-10;15.54.00;-9.73;119.02;17;4.036265773
1257;25-Sep-10;00.55.36;-11.23;117.48;10;4.63
1258;25-Sep-10;11.06.14;-9.84;116.38;16;4.01977825
1259;25-Sep-10;16.49.51;-7.31;116.05;80;4.417913422
1260;27-Sep-10;06.33.52;-8.95;118.74;10;4.82774591
1261;27-Sep-10;06.59.34;-7.82;118.08;10;4.448768175
1262;27-Sep-10;11.31.36;-8.79;117.44;10;4.44395301
1263;27-Sep-10;17.01.17;-8.2;122.41;188;4.473320164
1264;27-Sep-10;19.31.15;-9.45;114.06;29;3.83747951
1265;27-Sep-10;21.12.24;-7.94;117.48;10;4.666312711
1266;27-Sep-10;21.49.27;-9.59;118.31;62;4.576906834
1267;27-Sep-10;23.20.15;-9.01;118.14;79;4.42560233
1268;28-Sep-10;04.34.50;-7.66;119.21;10;4.042421056
1269;30-Sep-10;01.13.42;-8.61;118.38;101;4.641592032
1270;30-Sep-10;04.55.44;-8.78;115.45;10;3.461050469
1271;30-Sep-10;08.17.00;-8.4;121.47;167;4.221397046
1272;01-Oct-10;01.24.26;-11.13;113.64;10;5.56
1273;01-Oct-10;23.03.25;-8.75;120.28;18;3.90441893
1274;02-Oct-10;15.51.09;-9.2;119.04;165;3.868196656
1275;04-Oct-10;23.44.30;-10.84;120.28;25;4.304684686
1276;05-Oct-10;19.34.23;-8.63;118.44;117;4.645053857
1277;07-Oct-10;12.39.54;-8.26;114.83;12;3.696585827
1278;08-Oct-10;03.14.57;-9.4;119.34;46;4.809737206
1279;08-Oct-10;18.46.45;-8.54;117.37;10;3.405519211
1280;09-Oct-10;06.38.01;-9.53;117.52;69;4.072335428
1281;09-Oct-10;22.04.59;-9.57;119.57;31;3.62714682
1282;10-Oct-10;21.39.30;-8.24;120.09;42;4.428842935
1283;10-Oct-10;21.45.22;-8.07;120.28;10;4.22180046
1284;10-Oct-10;21.54.37;-8.07;120.29;10;3.996261874
1285;11-Oct-10;02.07.44;-8.09;120.3;10;4.74244537
1286;11-Oct-10;17.02.00;-10.51;118.96;64;4.148302366
1287;12-Oct-10;01.17.24;-9.62;114.33;26;3.948513569
1288;12-Oct-10;15.56.54;-8.49;120.55;164;4.530195486
1289;13-Oct-10;08.13.10;-8.99;114.55;70;3.824564148
1290;13-Oct-10;15.25.53;-9.54;113.98;25;4.384747204
1291;13-Oct-10;15.29.31;-9.39;116.56;27;3.891040408
1292;13-Oct-10;16.27.12;-8.39;115.29;210;3.390655219
1293;14-Oct-10;05.10.36;-9.43;116.55;22;4.382943081
1294;14-Oct-10;12.35.18;-9.71;114.2;17;3.867806131
1295;17-Oct-10;00.36.12;-7.96;118.56;35;3.930006925
1296;17-Oct-10;14.10.47;-9.27;113.69;50;3.90868911
1297;17-Oct-10;15.45.54;-8.97;122.17;47;4.158153987
1298;19-Oct-10;15.23.24;-8.86;118.26;15;3.946328656
1299;19-Oct-10;23.05.36;-8.66;119.25;131;4.213110935
1300;20-Oct-10;16.24.11;-8.63;120.43;115;4.094824037
1301;20-Oct-10;23.16.02;-8.21;117.75;195;3.936586125
1302;21-Oct-10;14.45.50;-8.69;116.3;84;3.565094753
1303;23-Oct-10;17.38.34;-9.26;113.54;39;3.91277083
1304;23-Oct-10;18.09.40;-10.6;120.5;13;4.03123667
1305;24-Oct-10;14.02.50;-9.37;115.14;37;3.726615864
1306;24-Oct-10;14.23.23;-10.46;113.51;142;4.0049666
1307;27-Oct-10;19.46.27;-9.38;113.99;64;3.930282443
1308;29-Oct-10;16.24.26;-9.8;116.7;22;4.13527172
1309;29-Oct-10;22.34.43;-8.09;119.2;33;3.714718809
1310;30-Oct-10;13.31.54;-8.5;118.34;99;4.13163074
1311;30-Oct-10;16.55.47;-9.38;119.38;61;4.725790005
1312;30-Oct-10;17.45.48;-7.95;122.5;235;4.685738171
1313;31-Oct-10;10.02.39;-9.27;118.61;82;4.367591778
1314;31-Oct-10;18.14.51;-7.68;119.64;23;4.015019079
1315;02-Nov-10;13.40.14;-9.54;115.6;24;4.57625491
1316;03-Nov-10;13.55.26;-9.96;114.18;29;4.074191232
1317;03-Nov-10;14.02.25;-8.46;114.85;10;3.57809897
1318;04-Nov-10;17.07.34;-8.83;119.78;90;4.780336186
1319;05-Nov-10;13.35.37;-9.8;114.25;47;4.435583756
1320;06-Nov-10;03.18.43;-7.6;120.07;390;4.387943692
1321;06-Nov-10;06.20.45;-8.81;117.43;10;3.564083119
1322;06-Nov-10;14.02.27;-9.48;115.04;32;3.872599982
1323;07-Nov-10;04.04.44;-9.81;117.8;60;4.004240087
1324;07-Nov-10;17.57.26;-8.37;118.39;118;3.799204111
1325;08-Nov-10;10.34.36;-8.95;116.89;18;3.780038006
1326;08-Nov-10;23.09.23;-8.03;120.16;10;3.863072101
1327;09-Nov-10;11.05.35;-9.51;119.35;63;5.07890291
1328;10-Nov-10;05.24.05;-9.22;118.02;22;3.940885322
1329;11-Nov-10;08.05.42;-8.25;116.11;12;4.329594841
1330;11-Nov-10;08.06.55;-8.23;116.07;10;4.281031718
1331;11-Nov-10;16.32.37;-8.34;119.86;176;4.176376275
1332;11-Nov-10;16.37.26;-9.18;119.87;29;3.873976988
1333;11-Nov-10;19.24.50;-10.11;119.19;50;4.055668044
1334;12-Nov-10;09.36.52;-9.66;115.07;10;3.827786441
1335;12-Nov-10;19.28.59;-8.67;121.13;113;4.409936553
1336;14-Nov-10;07.56.17;-9.57;120.17;27;4.323135972
1337;15-Nov-10;12.52.54;-8.18;116.06;18;4.034166124
1338;15-Nov-10;13.12.09;-8.3;116.09;10;3.941301191
1339;15-Nov-10;23.26.42;-8.24;116.1;10;4.425265091
1340;17-Nov-10;00.28.46;-8.32;119.93;146;4.522388438
1341;18-Nov-10;04.42.18;-9.49;115.23;30;4.603928233
1342;18-Nov-10;18.16.24;-9.23;118.55;28;3.893459745
1343;18-Nov-10;18.41.54;-8.41;118.72;62;3.796464643
1344;19-Nov-10;06.02.17;-8.66;118.37;120;3.921478926
1345;19-Nov-10;15.08.45;-9.77;115.62;24;3.768619619
1346;20-Nov-10;11.08.42;-9.67;121.09;18;4.327554227
1347;21-Nov-10;03.36.34;-7.28;122.38;10;4.107246381
1348;21-Nov-10;19.10.17;-9.06;119.08;75;4.477123046
1349;21-Nov-10;22.22.53;-8.81;117.42;12;4.300473864
1350;22-Nov-10;02.04.32;-8.13;119.06;13;3.980005753
1351;22-Nov-10;02.13.16;-8.06;119.04;14;3.889312783
1352;22-Nov-10;05.08.58;-8.62;116.3;14;3.706690144
1353;22-Nov-10;11.49.47;-9.68;115.94;37;3.672392661
1354;22-Nov-10;21.35.40;-10;116.35;78;3.864452771
1355;23-Nov-10;23.34.07;-8.72;121.78;40;3.6945613
1356;24-Nov-10;17.07.27;-9.77;113.95;10;4.606259566
1357;26-Nov-10;18.52.44;-9.94;119.82;21;3.584287871
1358;27-Nov-10;01.10.48;-8.26;117.33;338;3.460368336
1359;29-Nov-10;11.33.03;-7.82;119.04;30;4.030798824
1360;29-Nov-10;13.08.21;-8.92;117.46;10;4.12663932
1361;30-Nov-10;01.26.22;-9.68;121.07;13;4.159773794
1362;30-Nov-10;10.48.41;-9.47;115.09;31;3.675743342
1363;30-Nov-10;21.52.11;-9.16;118.93;30;3.607389405
1364;01-Dec-10;01.51.45;-7.39;121.01;536;4.109705398
1365;01-Dec-10;02.33.48;-8.23;120.16;166;3.632372096
1366;01-Dec-10;15.26.18;-10.55;113.71;129;4.340015455
1367;02-Dec-10;04.54.16;-8.11;113.84;40;3.68635755
1368;02-Dec-10;06.58.05;-8.02;119.81;10;4.534140829
1369;02-Dec-10;12.35.58;-9.18;115.21;162;3.88550078
1370;02-Dec-10;16.10.29;-7.97;117.36;10;3.585610416
1371;02-Dec-10;23.36.24;-9.72;116.17;24;3.848962583
1372;03-Dec-10;04.35.13;-10.55;118.81;18;3.955283589
1373;03-Dec-10;05.53.44;-9.8;114.94;53;3.837931057
1374;03-Dec-10;11.00.04;-8.95;120.68;60;3.771147803
1375;03-Dec-10;14.44.34;-8.75;118.63;92;3.56563357
1376;03-Dec-10;23.54.22;-8.22;114.7;59;3.675844719
1377;04-Dec-10;00.54.28;-9.61;117.52;24;4.411644877
1378;04-Dec-10;15.25.52;-9.72;118.78;21;4.720773699
1379;04-Dec-10;23.52.25;-8.96;117.01;10;4.302325144
1380;05-Dec-10;10.00.00;-9.82;118.4;117;3.843181595
1381;05-Dec-10;20.01.46;-10.69;118.94;37;4.364519863
1382;06-Dec-10;09.19.39;-10.28;118.99;14;3.982711886
1383;06-Dec-10;13.08.03;-9.43;117.23;24;4.269727071
1384;07-Dec-10;18.04.17;-10.78;117.3;170;3.966616719
1385;08-Dec-10;20.24.30;-8.32;118.38;127;3.861113027
1386;09-Dec-10;07.03.29;-8.2;118.39;182;3.67055246
1387;10-Dec-10;01.40.41;-7.71;119.41;248;4.522942585
1388;10-Dec-10;01.50.38;-8.1;118.68;10;3.793965767
1389;11-Dec-10;14.17.08;-8.57;116.16;98;3.924514759
1390;11-Dec-10;23.39.59;-8.93;119.15;117;4.53813618
1391;12-Dec-10;09.31.52;-7.91;117.28;288;4.426828197
1392;13-Dec-10;02.06.21;-8.65;119.44;12;3.956655007
1393;13-Dec-10;10.18.33;-8.75;119.62;108;3.988944071
1394;13-Dec-10;13.30.49;-8.39;119.75;171;5.441442799
1395;14-Dec-10;00.40.31;-10.22;118.86;91;4.414902875
1396;14-Dec-10;08.12.22;-9;121.37;59;3.892062023
1397;16-Dec-10;04.24.25;-8.68;117.59;241;3.967758765
1398;16-Dec-10;10.26.35;-9.73;120.76;77;3.801741318
1399;18-Dec-10;18.33.06;-10.03;119.4;10;3.872606707
1400;19-Dec-10;02.21.29;-8.47;118.64;177;3.954317711
1401;19-Dec-10;02.31.04;-9;120.33;16;4.857037415
1402;21-Dec-10;02.50.46;-8.67;116.84;112;3.697122839
1403;21-Dec-10;07.33.09;-8.49;119.97;184;3.97381031
1404;21-Dec-10;16.49.57;-8.95;120.54;10;3.806663502
1405;22-Dec-10;02.09.29;-9.53;113.89;23;3.948436658
1406;22-Dec-10;04.08.54;-9.45;117.81;36;4.117702345
1407;22-Dec-10;13.56.21;-8.2;117.81;10;3.293226449
1408;22-Dec-10;14.26.49;-9.17;114.92;83;3.698920007
1409;23-Dec-10;16.28.16;-8.19;119.9;197;5.304256138
1410;26-Dec-10;04.45.21;-8.42;117.67;169;3.937754372
1411;27-Dec-10;04.49.48;-9.41;113.59;135;3.973503969
1412;27-Dec-10;05.10.08;-8.07;118.2;208;4.268864531
1413;29-Dec-10;20.07.31;-8.74;118.35;105;4.397883122
1414;01-Jan-11;01.49.12;-7.53;120.41;513;4.10068132
1415;01-Jan-11;17.05.29;-9.57;121.81;12;3.850375296
1416;02-Jan-11;19.58.46;-9.71;119.91;19;4.202581301
1417;03-Jan-11;07.30.15;-10.21;118.99;33;4.075455843
1418;04-Jan-11;00.12.03;-10.2;113.85;10;4.824270298
1419;05-Jan-11;19.13.12;-8.55;117.77;137;4.485263091
1420;06-Jan-11;13.38.13;-9.35;113.53;61;3.82385298
1421;06-Jan-11;14.52.37;-10.83;117.21;88;4.042038003
1422;07-Jan-11;14.42.22;-9.83;118.92;39;3.976826586
1423;07-Jan-11;20.38.55;-7.96;117.86;18;4.494563676
1424;11-Jan-11;17.34.23;-9.19;120.77;17;4.675883087
1425;12-Jan-11;01.39.43;-7.84;119.02;10;4.45493774
1426;13-Jan-11;07.03.14;-9.64;119.35;30;4.550925221
1427;13-Jan-11;09.10.38;-9.26;113.52;107;4.20049353
1428;15-Jan-11;08.58.41;-9.64;121.7;23;4.857414033
1429;15-Jan-11;16.29.11;-7.96;120.29;10;4.49037569
1430;19-Jan-11;21.18.25;-7.89;116.3;28;3.902626574
1431;20-Jan-11;06.29.44;-10.4;120.52;20;3.862028804
1432;20-Jan-11;18.20.32;-8.13;118.19;10;4.049732426
1433;20-Jan-11;18.25.59;-8.15;118.21;10;3.694956965
1434;21-Jan-11;00.36.36;-8.84;120.93;145;4.049299247
1435;21-Jan-11;00.47.28;-9.51;113.68;10;4.256178618
1436;21-Jan-11;01.12.47;-9.21;117.92;10;3.663619529
1437;21-Jan-11;03.33.18;-9.57;117.43;10;3.777060461
1438;21-Jan-11;11.54.53;-9.93;118.79;31;3.675544198
1439;24-Jan-11;13.31.44;-9.75;118.1;10;3.808686006
1440;25-Jan-11;17.02.58;-8.33;119.55;152;4.527170233
1441;25-Jan-11;19.15.02;-8.68;119.29;120;4.311199479
1442;30-Jan-11;16.37.37;-7.27;117.2;592;4.510644461
1443;31-Jan-11;03.48.43;-8.61;120.47;19;3.819150172
1444;31-Jan-11;11.55.57;-9.64;118.07;10;3.416252184
1445;31-Jan-11;14.44.00;-7.98;118.45;33;3.724059957
1446;01-Feb-11;00.04.25;-10.19;114.43;99;4.442525294
1447;02-Feb-11;00.57.25;-9.54;120.65;50;3.798900692
1448;03-Feb-11;07.22.19;-9.18;115.33;59;3.958368371
1449;04-Feb-11;12.27.31;-9.26;117.72;70;3.670160514
1450;08-Feb-11;12.53.57;-7.71;118.92;10;3.887536917
1451;08-Feb-11;15.27.01;-10.19;113.78;63;4.870792877
1452;09-Feb-11;20.20.29;-7.52;120.97;546;4.286534723
1453;10-Feb-11;07.04.23;-9.27;119.35;40;4.152363091
1454;10-Feb-11;17.26.55;-8.95;117.91;10;3.246598079
1455;11-Feb-11;06.01.31;-8.57;118.29;14;4.06532828
1456;11-Feb-11;06.53.17;-7.58;118.63;12;4.152895109
1457;11-Feb-11;08.33.52;-10.02;122.44;199;4.516323227
1458;12-Feb-11;07.20.50;-9.66;114.62;53;4.53306435
1459;12-Feb-11;12.58.02;-7.65;117.29;10;3.866464448
1460;13-Feb-11;04.33.03;-9.72;118.52;29;4.474890411
1461;13-Feb-11;10.51.31;-9.5;119.86;39;4.043538752
1462;14-Feb-11;05.29.29;-8.48;118.35;118;4.031701876
1463;14-Feb-11;11.43.57;-10.15;113.76;55;5.183831691
1464;15-Feb-11;02.08.13;-9.15;118.42;66;4.462768967
1465;16-Feb-11;06.06.49;-9.37;113.98;32;4.276729623
1466;16-Feb-11;09.09.58;-9.38;114.06;10;3.891120918
1467;16-Feb-11;10.01.44;-8.29;114.21;26;3.387416194
1468;16-Feb-11;10.10.29;-10.84;117.28;106;4.532076884
1469;17-Feb-11;22.04.44;-8.4;121.29;156;3.901925945
1470;18-Feb-11;03.24.58;-9.44;115.49;34;3.895532774
1471;18-Feb-11;07.00.57;-10.76;116.67;10;4.356408028
1472;18-Feb-11;11.53.20;-9.67;119.43;40;3.924446582
1473;18-Feb-11;18.18.18;-8.25;119.59;183;3.902044863
1474;19-Feb-11;12.48.44;-7.86;118.35;17;4.163834378
1475;20-Feb-11;00.47.12;-9.68;116.38;18;4.347374265
1476;20-Feb-11;12.38.08;-9.1;116.67;34;3.384221351
1477;20-Feb-11;12.53.00;-8.86;114.54;77;3.679314821
1478;20-Feb-11;13.41.15;-10.43;120.18;10;4.523457422
1479;21-Feb-11;06.27.43;-9.48;117.77;53;4.125768438
1480;21-Feb-11;12.53.07;-9.16;116.86;57;4.042410875
1481;21-Feb-11;20.22.30;-7.39;121.09;560;4.332313821
1482;22-Feb-11;09.31.02;-10.91;116.67;12;4.263186048
1483;22-Feb-11;11.32.01;-9.51;117.29;27;3.77260508
1484;23-Feb-11;13.35.37;-10;119.29;21;3.8685197
1485;25-Feb-11;12.26.50;-9.55;115.12;27;4.050495208
1486;26-Feb-11;00.36.24;-8.18;119.75;158;4.011900785
1487;26-Feb-11;05.06.30;-8.5;115.18;164;4.481751068
1488;26-Feb-11;12.50.27;-9.63;118.6;14;4.299207132
1489;28-Feb-11;13.51.40;-8.69;118.33;121;4.411844181
1490;03-Mar-11;22.14.31;-8.01;118.39;50;4.500449592
1491;05-Mar-11;19.34.23;-8.31;116.66;315;4.172469959
1492;06-Mar-11;10.11.38;-9.52;119.33;39;4.810493554
1493;06-Mar-11;11.27.07;-10.93;116.34;10;4.317203464
1494;07-Mar-11;19.54.07;-9.22;114.21;28;4.077573944
1495;08-Mar-11;14.04.32;-7.68;113.95;10;3.460092312
1496;09-Mar-11;14.37.31;-9.46;115.28;47;3.918422942
1497;10-Mar-11;01.25.47;-8.38;115.48;10;3.6490291
1498;10-Mar-11;17.08.37;-7.01;116.79;519;6.131056069
1499;11-Mar-11;15.33.04;-8.56;115.32;176;4.522947675
1500;14-Mar-11;09.21.04;-7.37;120.2;570;4.670814675
1501;15-Mar-11;16.31.54;-8.52;119.54;161;4.3872526
1502;16-Mar-11;00.32.59;-8.97;117.21;95;3.581498371
1503;17-Mar-11;10.20.41;-8.67;119.01;10;4.370974844
1504;17-Mar-11;22.29.24;-9.26;114.31;29;4.04625441
1505;19-Mar-11;10.49.19;-8.62;115.65;36;3.872341236
1506;20-Mar-11;03.32.10;-8.75;118.34;108;4.776969099
1507;20-Mar-11;16.29.24;-8.34;115.06;10;4.678990847
1508;20-Mar-11;16.48.46;-8.34;115.05;10;3.573074588
1509;23-Mar-11;00.07.31;-9.53;114.02;10;5.089298156
1510;23-Mar-11;00.52.13;-9.45;114.02;23;4.164425572
1511;23-Mar-11;03.18.32;-9.33;114;29;3.709860983
1512;26-Mar-11;00.13.45;-9.54;121.82;10;3.922196342
1513;26-Mar-11;12.49.03;-9.42;118.12;28;4.234199472
1514;26-Mar-11;16.58.08;-10.06;117.51;19;3.894343088
1515;26-Mar-11;20.19.53;-9.26;121.78;39;4.640412261
1516;27-Mar-11;04.18.42;-9.39;122.38;30;4.862387284
1517;27-Mar-11;07.20.57;-10.9;113.64;15;3.997033636
1518;28-Mar-11;03.45.32;-9.43;115.13;44;3.947595812
1519;30-Mar-11;13.09.15;-8.28;116.11;23;4.253963445
1520;31-Mar-11;11.42.48;-8.04;117.82;20;4.450347825
1521;31-Mar-11;23.02.42;-8.51;115.1;91;4.345957366
1522;01-Apr-11;02.14.33;-10.17;118.76;28;4.585739385
1523;04-Apr-11;23.11.00;-9.67;113.98;16;4.689833258
1524;05-Apr-11;17.02.01;-8.3;116.01;15;3.80399654
1525;06-Apr-11;11.36.49;-7.53;117.82;10;4.050392693
1526;06-Apr-11;23.43.26;-9.1;121.22;62;3.900289099
1527;09-Apr-11;08.48.07;-10.83;117.19;10;4.55070796
1528;09-Apr-11;11.26.53;-9.6;120.21;33;4.202519721
1529;12-Apr-11;11.16.56;-8.79;115.88;10;3.781446453
1530;12-Apr-11;12.35.05;-8.18;116.06;10;4.269562198
1531;12-Apr-11;17.14.59;-8.01;116.08;10;4.131386048
1532;12-Apr-11;20.42.03;-8.25;116.02;25;4.229091327
1533;13-Apr-11;16.49.45;-9.5;117.56;31;3.837226724
1534;14-Apr-11;20.33.28;-10.27;119.64;10;4.292523932
1535;14-Apr-11;21.55.56;-9.78;120.21;81;4.174464194
1536;15-Apr-11;07.15.41;-8.81;119.06;138;4.171258727
1537;15-Apr-11;08.38.17;-8.59;114.15;125;4.531224666
1538;15-Apr-11;08.56.06;-8.31;114.33;63;3.619591521
1539;15-Apr-11;09.27.32;-8.05;116.13;10;3.521686762
1540;15-Apr-11;11.59.11;-9.74;114.05;10;4.855723596
1541;15-Apr-11;13.10.09;-8.99;114.14;109;4.455998169
1542;15-Apr-11;16.46.03;-9.27;114.31;91;3.87700205
1543;16-Apr-11;01.40.59;-10.8;113.62;38;4.655613327
1544;16-Apr-11;16.26.52;-9.28;116.21;10;3.848949733
1545;16-Apr-11;17.02.45;-9.54;114.23;19;3.71359858
1546;19-Apr-11;05.16.11;-8.83;118.99;123;4.165863539
1547;19-Apr-11;11.36.12;-8.32;115.83;26;3.897688751
1548;25-Apr-11;16.11.20;-8.31;116.02;20;4.279798144
1549;26-Apr-11;15.44.34;-9.53;118.12;40;4.277407353
1550;28-Apr-11;04.20.32;-7.57;116.28;10;3.964704435
1551;28-Apr-11;20.52.42;-8.4;115.7;16;4.315521511
1552;28-Apr-11;22.20.29;-9.97;118.06;17;3.947412501
1553;29-Apr-11;05.12.13;-7.37;114.9;120;3.966264033
1554;30-Apr-11;05.02.46;-8.44;117.64;28;3.552562699
1555;03-May-11;09.07.08;-9.85;114.12;20;3.966834838
1556;03-May-11;18.10.09;-8.28;119.97;126;4.238205051
1557;03-May-11;23.44.08;-8.33;114.35;53;3.64504353
1558;04-May-11;04.41.22;-10.07;115.56;90;3.979097894
1559;04-May-11;20.42.16;-10.29;117.66;20;3.875438261
1560;04-May-11;23.13.41;-8.61;115.97;14;3.932056826
1561;05-May-11;06.09.54;-9.28;117.31;10;4.001001532
1562;07-May-11;15.54.22;-9.2;113.97;27;4.252731993
1563;09-May-11;15.45.44;-8.39;120.45;147;4.044662741
1564;10-May-11;08.08.05;-10.53;113.78;10;4.321391944
1565;12-May-11;14.33.15;-9.69;114.09;47;4.70995667
1566;16-May-11;04.11.33;-8.75;120.57;98;4.212600552
1567;16-May-11;11.27.11;-8.81;119.58;105;4.717334215
1568;17-May-11;07.33.23;-8.6;116.64;10;3.523114402
1569;17-May-11;10.12.27;-8.21;114.49;14;3.635341274
1570;17-May-11;12.42.12;-8.65;116.14;10;3.568792324
1571;17-May-11;13.19.05;-9.07;116.25;82;3.953797102
1572;17-May-11;13.41.05;-8.18;119.93;164;4.089690228
1573;19-May-11;23.50.34;-9.16;119.68;20;3.867991925
1574;21-May-11;08.27.26;-8.17;114.11;11;3.967799557
1575;21-May-11;08.44.46;-8.18;114.1;10;4.235547014
1576;21-May-11;09.00.33;-8.19;114.09;10;3.831430535
1577;21-May-11;14.30.35;-8.22;114.1;10;3.864283755
1578;22-May-11;22.26.53;-8.74;115.77;13;3.746973283
1579;24-May-11;04.51.39;-10.72;117.29;10;4.710927565
1580;24-May-11;16.16.17;-9.79;118.24;35;4.140675815
1581;24-May-11;18.19.12;-8.89;118.14;10;3.985897184
1582;26-May-11;08.57.35;-8.4;121.75;19;5.019465716
1583;29-May-11;11.24.55;-9.23;118.91;105;4.183485655
1584;31-May-11;00.42.18;-8.36;116.96;10;4.052483646
1585;31-May-11;04.40.22;-8.15;117.72;20;4.369237603
1586;31-May-11;19.14.30;-7.78;117;20;4.120791582
1587;01-Jun-11;14.23.37;-8.24;118.65;17;4.268990023
1588;02-Jun-11;03.10.34;-9.55;113.99;10;4.009594622
1589;05-Jun-11;16.58.48;-8.89;116.56;12;3.8200998
1590;06-Jun-11;20.01.23;-9.69;119.55;61;4.556118277
1591;09-Jun-11;12.04.29;-10.41;122.24;102;4.178589822
1592;09-Jun-11;13.11.12;-8.96;117.49;10;3.973311301
1593;09-Jun-11;17.50.23;-8.9;113.76;53;4.603642746
1594;10-Jun-11;15.50.21;-8.66;118.66;11;4.484785583
1595;11-Jun-11;13.50.53;-7.86;118.93;26;4.529733886
1596;13-Jun-11;20.03.35;-10.02;122.28;121;4.70960324
1597;17-Jun-11;17.59.04;-7.92;117.43;276;4.792913009
1598;20-Jun-11;11.18.37;-9.34;113.98;15;3.865870501
1599;20-Jun-11;22.30.52;-9.62;113.95;10;3.916981793
1600;24-Jun-11;04.09.12;-8.9;116.15;30;3.878988301
1601;24-Jun-11;14.12.44;-7.77;119.06;23;4.130865908
1602;25-Jun-11;23.30.23;-8.59;115.98;171;4.168328565
1603;27-Jun-11;03.36.45;-10;117.74;10;4.035957379
1604;27-Jun-11;16.47.16;-9.28;122.46;139;5.67269825
1605;28-Jun-11;02.07.33;-9.11;121.68;99;4.892754348
1606;29-Jun-11;11.35.52;-9.78;113.73;10;4.951365425
1607;01-Jul-11;22.08.28;-9.3;114;19;3.908557959
1608;02-Jul-11;05.33.49;-7.75;117.78;224;4.294949649
1609;04-Jul-11;05.50.58;-9.29;114.97;27;3.653010187
1610;06-Jul-11;01.46.05;-8.18;117.83;18;4.694107851
1611;07-Jul-11;05.27.09;-9.37;113.95;26;3.909317711
1612;13-Jul-11;04.23.56;-8.5;115.46;122;3.883254817
1613;13-Jul-11;05.17.04;-9.34;115.12;40;3.783981637
1614;13-Jul-11;11.26.42;-10.68;115.32;10;4.260529425
1615;13-Jul-11;18.28.01;-7.73;118.56;28;4.370045563
1616;13-Jul-11;19.17.45;-9.59;120.11;20;3.782314443
1617;14-Jul-11;17.30.47;-7.8;117.4;12;4.342842678
1618;21-Jul-11;07.02.39;-11.19;116.75;10;4.92
1619;22-Jul-11;10.53.28;-9.69;115.02;15;3.958941465
1620;24-Jul-11;10.34.52;-8.08;117.83;16;4.381218284
1621;25-Jul-11;01.10.18;-7.88;118.92;19;4.373357929
1622;25-Jul-11;02.18.40;-8.19;117.24;294;3.820631946
1623;25-Jul-11;11.59.05;-7.94;117.67;10;4.906009891
1624;25-Jul-11;18.41.07;-7.71;117.32;287;4.583864916
1625;26-Jul-11;13.46.09;-7.81;114.55;51;3.699287457
1626;27-Jul-11;11.21.51;-8.05;117.61;10;3.941251194
1627;28-Jul-11;02.38.10;-8.85;119.81;10;4.06618672
1628;28-Jul-11;13.06.08;-9.42;120.33;19;4.138898205
1629;28-Jul-11;13.18.18;-9.43;117.6;10;3.904941671
1630;28-Jul-11;17.37.38;-7.56;116.7;263;4.597487746
1631;30-Jul-11;06.35.03;-7.76;117.58;18;3.856770562
1632;01-Aug-11;05.03.15;-7.49;122.4;511;4.601928696
1633;02-Aug-11;11.25.38;-9.57;113.85;10;4.374968899
1634;04-Aug-11;22.26.09;-10.88;117.24;13;4.446222339
1635;05-Aug-11;09.00.56;-9.42;117.72;35;4.378561095
1636;06-Aug-11;07.12.06;-8.19;119.34;127;4.276124502
1637;07-Aug-11;07.01.58;-9.49;117.74;32;3.941209198
1638;07-Aug-11;14.46.32;-9.17;117.54;13;3.853911737
1639;07-Aug-11;21.30.26;-9.33;113.97;14;3.706190424
1640;07-Aug-11;23.29.18;-9.61;118.96;14;3.966849328
1641;08-Aug-11;11.54.05;-8.49;115.2;90;3.742595438
1642;10-Aug-11;10.03.51;-8.38;121.41;10;4.448338036
1643;11-Aug-11;03.58.35;-8.28;118.37;102;4.221472765
1644;12-Aug-11;01.57.53;-9.59;118.87;10;4.310389539
1645;13-Aug-11;05.22.55;-8.48;122.02;10;3.918261281
1646;16-Aug-11;23.26.32;-7.86;120.58;10;4.459991871
1647;17-Aug-11;00.28.36;-9.42;117.49;18;3.684014895
1648;17-Aug-11;07.24.36;-8.88;120.01;10;4.021891685
1649;18-Aug-11;00.20.48;-8.66;120.96;146;4.098149129
1650;18-Aug-11;20.36.15;-8.02;118.29;126;3.952504139
1651;21-Aug-11;14.12.26;-8.23;116.06;12;3.646123569
1652;22-Aug-11;15.18.16;-8.65;118.38;119;3.962763419
1653;22-Aug-11;21.14.24;-7.93;117.52;63;4.626429215
1654;24-Aug-11;12.42.18;-7.89;117.48;10;3.948115358
