Source_ID,Region,Main,Segment,Type,Dip_raw,Length_km,Width_km,Mmax,Sliprate,Status,N_vertex,Coords_lonlat
PAP27,Papua,Bewani Torricelli,Waris,SS-LL,90,68.0,20.0,7.1,30,No Update,9,"141.00892,-3.14766 141.10126,-3.14239 141.19623,-3.13843 141.28725,-3.13711 141.36244,-3.13315 141.46664,-3.11996 141.53524,-3.11996 141.59723,-3.13051 141.61966,-3.13051"
PAP28,Papua,Taminabuan Thrust,Taminabuan South,R,45NE,242.0,20.0,7.8,10,Data Updated,8,"131.73333,-1.01333 131.93333,-1.14667 132.20000,-1.34667 132.46667,-1.54667 132.73333,-1.70667 133.00000,-1.88000 133.26667,-2.05333 133.53333,-2.21333"
PAP29,Papua,Taminabuan Thrust,Taminabuan Central,R,45NE,182.0,20.0,7.7,5,Data Updated,7,"132.24000,-1.56000 132.44000,-1.54667 132.73333,-1.72000 133.01333,-1.81333 133.16000,-1.98667 133.30667,-1.96000 133.64000,-2.18667"
PAP30,Papua,Taminabuan Thrust,Taminabuan North,R,45NE,43.0,20.0,6.8,5,Data Updated,4,"133.10667,-2.05333 133.17333,-2.00000 133.33333,-1.97333 133.37333,-1.88000"
PAP31,Papua,Wandamen,Rumberpon-Kaimana,N,60E,81.0,20.0,6.8,10,Data Updated,5,"134.12000,-1.90667 134.12000,-2.08000 134.13333,-2.29333 134.13333,-2.52000 134.13333,-2.64000"
PAP32,Papua,Wandamen,Rumberpon,N,60W,45.0,20.0,6.6,5,Data Updated,5,"134.17333,-1.68000 134.17333,-1.78667 134.16000,-1.89333 134.14667,-2.02667 134.13333,-2.08000"
PAP33,Papua,Wandamen,Wandamen,N,60W,95.0,20.0,6.9,10,Data Updated,7,"134.45333,-2.56000 134.49333,-2.69333 134.52000,-2.84000 134.54667,-3.01333 134.53333,-3.17333 134.49333,-3.32000 134.45333,-3.41333"
PAP34,Papua,Wandamen,Kaimana,N,60E,120.0,20.0,7.0,5,Data Updated,7,"134.12000,-2.69333 134.06667,-2.80000 134.00000,-2.90667 133.93333,-3.04000 133.86667,-3.18667 133.82667,-3.41333 133.78667,-3.69333"
PAP35,Papua,Wandamen,Fau (east Kaimana),N,60S,50.0,20.0,6.7,2,No Update,3,"134.32000,-3.42667 134.02667,-3.54667 133.92000,-3.50667"
PAP36,Papua,Wandamen,Triton North,N,60SE,60.0,20.0,6.8,2,No Update,6,"134.25857,-3.67329 134.09512,-3.74718 134.00555,-3.80092 133.92047,-3.87033 133.84210,-3.94422 133.81299,-3.97557"
PAP37,Papua,Wandamen,Triton South,N,60NW,98.0,20.0,6.9,2,No Update,11,"133.87568,-4.07633 133.95629,-4.00468 134.04586,-3.93974 134.09512,-3.89048 134.16677,-3.84794 134.23170,-3.81211 134.30336,-3.78524 134.36829,-3.77629 134.40859,-3.74942 134.53175,-3.67329 134.61011,-3.61731"
PAP38,Papua,Cenderawasih Thrust,Cenderawasih Thrust,R,45E,155.0,20.0,7.5,10,Data Updated,11,"135.26667,-3.08000 135.33333,-3.01333 135.42667,-2.90667 135.50667,-2.74667 135.60000,-2.64000 135.69333,-2.50667 135.80000,-2.41333 135.93333,-2.32000 136.06667,-2.22667 136.20000,-2.18667 136.26667,-2.16000"
PAP39,Papua,Wapoga,Wapoga,SS-LL,90,252.0,20.0,7.9,60,Data Updated,12,"135.10667,-4.01333 135.24000,-3.97333 135.37333,-3.86667 135.50667,-3.76000 135.64000,-3.57333 135.77333,-3.38667 135.90667,-3.21333 136.04000,-3.04000 136.17333,-2.84000 136.30667,-2.66667 136.46667,-2.48000 136.64000,-2.32000"
PAP40,Papua,Nawa Hills,Waruta,R,45W,90.0,20.0,7.3,5,No Update,4,"139.74667,-2.61333 139.90667,-3.06667 140.10667,-3.40000 140.10828,-3.40056"
PAP41,Papua,Nawa Hills,Pawasi,R,45W,128.0,20.0,7.5,5,No Update,7,"140.10828,-3.40056 140.45333,-3.52000 140.48000,-3.57333 140.42667,-3.64000 140.44000,-3.86667 140.61333,-4.22667 140.68493,-4.29827"
PAP42,Papua,Nawa Hills,Anabranch,R,45W,88.0,20.0,7.3,5,No Update,5,"140.68493,-4.29827 140.73333,-4.34667 140.86667,-4.61333 140.93333,-4.88000 141.00000,-5.08000"
PAP43,Papua,Yumakot,Yumakot,SS-LL,90,113.0,20.0,7.4,1,New,7,"139.64000,-4.92000 139.80000,-4.93333 139.96000,-4.96000 140.10667,-4.97333 140.26667,-4.97333 140.44000,-4.98667 140.60000,-4.98667"
PAP44,Papua,Wamena,Wamena,R,45SW,88.0,20.0,7.3,2,Data Updated,7,"138.33333,-4.20000 138.46667,-4.18667 138.60000,-4.22667 138.73333,-4.29333 138.86667,-4.33333 139.00000,-4.38667 139.13333,-4.45333"
PAP45,Papua,Habema,Habema,R,45N,46.0,20.0,7.0,2,Data Updated,2,"130.56000,-6.41333 130.74667,-6.08000"
PAP46,Papua,Papua Fold Thrust Belt,Digul,R,45N,309.0,20.0,7.9,5,No Update,9,"139.07510,-4.78189 139.17333,-4.77333 139.36000,-4.72000 139.65333,-4.82667 140.09333,-5.05333 140.49333,-5.33333 140.96000,-5.49333 141.26667,-5.65333 141.52000,-5.69333"
PAP47,Papua,Papua Fold Thrust Belt,Reiger,R,45N,79.0,20.0,7.3,5,No Update,5,"138.44175,-4.79570 138.52000,-4.77333 138.74667,-4.88000 138.86667,-4.80000 139.07510,-4.78189"
PAP48,Papua,Papua Fold Thrust Belt,Kenyam,R,45N,123.0,20.0,7.4,5,No Update,6,"137.42887,-4.59741 137.66667,-4.65333 137.84000,-4.74667 138.10667,-4.73333 138.33333,-4.82667 138.44175,-4.79570"
PAP49,Papua,Papua Fold Thrust Belt,Timika,R,45N,99.0,20.0,7.3,5,No Update,5,"136.64268,-4.40382 136.70667,-4.42667 136.88000,-4.36000 137.21333,-4.54667 137.42887,-4.59741"
PAP50,Papua,Papua Fold Thrust Belt,Waghete,R,45N,177.0,20.0,7.7,5,No Update,7,"135.24000,-4.21333 135.53333,-4.48000 135.76000,-4.45333 136.08000,-4.46667 136.33333,-4.42667 136.52000,-4.36000 136.64268,-4.40382"
PAP51,Papua,Tarera-Aiduna,Tarera-Aiduna North,SS-LL,90,114.0,20.0,7.4,30,Data Updated,7,"134.18667,-4.06667 134.36000,-4.06667 134.53333,-4.05333 134.70667,-4.05333 134.88000,-4.05333 135.05333,-4.04000 135.21333,-4.04000"
PAP52,Papua,Tarera-Aiduna,Tarera-Aiduna South,SS-LL,90,120.0,20.0,7.5,30,New,4,"133.93333,-4.18667 134.33333,-4.18667 134.70667,-4.18667 135.00000,-4.21333"
PAP53,Papua,Tarera-Aiduna,Tarera-Aiduna Central-1,SS-LL,90,181.0,20.0,7.7,20,Data Updated,5,"133.66667,-4.52000 134.06667,-4.48000 134.46667,-4.41333 134.93333,-4.42667 135.33333,-4.34667"
PAP54,Papua,Tarera-Aiduna,Tarera-Aiduna Central-2,SS-LL,90,87.0,20.0,7.3,10,New,3,"133.73333,-4.64000 134.08000,-4.54667 134.46667,-4.48000"
PAP55,Papua,Aru Trough,Aru North,N,60W,68.0,20.0,6.9,10,Data Updated,3,"132.82667,-6.34667 133.01333,-6.14667 133.26667,-5.88000"
PAP56,Papua,Aru Trough,Aru East,N,60W,256.0,20.0,7.4,10,Data Updated,5,"133.26667,-7.14667 133.72000,-6.57333 134.00000,-6.21333 134.33333,-5.74667 134.60000,-5.28000"
PAP57,Papua,Aru Trough,Aru West,N,60E,163.0,20.0,7.1,10,Data Updated,4,"133.16000,-7.08000 133.53333,-6.69333 133.86667,-6.30667 134.02667,-6.04000"
PAP58,Papua,Aru Trough,Aru South,N,60W,106.0,20.0,6.9,10,Data Updated,3,"132.73333,-7.14667 133.14667,-6.76000 133.46667,-6.41333"
PAP59,Papua,Aru Trough,Kumawa East,N,60W,81.0,20.0,6.8,10,New,3,"133.16000,-7.09333 133.40000,-6.82667 133.66667,-6.56000"
PAP60,Papua,Aru Trough,Kumawa West,N,60E,219.0,20.0,7.3,10,Data Updated,6,"132.26667,-7.44000 132.58667,-7.21333 132.86667,-6.88000 133.13333,-6.54667 133.40000,-6.21333 133.66667,-5.81333"
PAP61,Papua,North Papua Thrust,North Papua Thrust East,R,15S,583.0,20.0,8.0,66,Data Updated,8,"136.34309,-2.09780 136.92727,-2.20000 137.65455,-2.43636 138.38182,-2.80000 139.10909,-3.34545 139.83636,-3.43636 140.56364,-3.80000 141.29091,-3.80000"
PAP62,Papua,North Papua Thrust,North Papua Thrust West,R,15S,596.0,20.0,8.2,66,Data Updated,9,"131.10909,-1.16364 131.83636,-1.34545 132.56364,-1.70909 133.29091,-1.80000 134.01818,-2.07273 134.74545,-1.98182 135.47273,-2.25455 136.20000,-2.07273 136.34309,-2.09780"
SUL01,Sulawesi,Tondano,Tondano,N,60NW,37.0,20.0,6.6,0.1,Data Updated,17,"125.48247,0.86667 125.49626,0.88001 125.49626,0.91426 125.50806,0.92567 125.50806,0.97133 125.51985,0.98275 125.51985,1.01699 125.53165,1.02841 125.53165,1.03982 125.54345,1.05124 125.54345,1.07407 125.55525,1.08548 125.55525,1.10831 125.56704,1.11973 125.56704,1.14256 125.57884,1.15397 125.57884,1.15816"
SUL02,Sulawesi,Gorontalo,North,SS-RL,90,78.0,20.0,7.2,6,Data Updated,10,"122.86893,0.78541 122.83436,0.82637 122.78595,0.87211 122.74659,0.91094 122.71574,0.95030 122.66202,1.01307 122.61202,1.05030 122.53650,1.12360 122.47075,1.18636 122.38109,1.29395"
SUL03,Sulawesi,Gorontalo,South,SS-RL,90,74.0,20.0,7.2,6,Data Updated,39,"123.20385,0.30890 123.16040,0.36939 123.11183,0.42647 123.07520,0.49123 123.06583,0.50145 123.06265,0.50667 123.06101,0.51423 123.06166,0.51884 123.05838,0.52574 123.04030,0.54086 123.03142,0.54612 123.01860,0.55072 122.93084,0.64681 122.92520,0.65343 122.92116,0.66195 122.91600,0.66958 122.90680,0.67946 122.90276,0.68731 122.89513,0.69314 122.88885,0.69830 122.88167,0.70369 122.87741,0.70638 122.87068,0.71110 122.86349,0.71536 122.85878,0.71648 122.85026,0.71962 122.84061,0.72299 122.83343,0.72950 122.82041,0.74139 122.81211,0.75149 122.80493,0.75889 122.79752,0.76854 122.79460,0.77168 122.78703,0.78088 122.78316,0.78492 122.77996,0.78913 122.77727,0.79233 122.77525,0.79704 122.77508,0.79822"
SUL04,Sulawesi,Mootilango,Mootilango West,SS-LL,90,50.0,20.0,7.0,0.1,New,13,"120.92062,0.95992 120.93079,0.95992 120.94259,0.97133 120.97798,0.97133 120.98978,0.98275 121.08415,0.98275 121.09595,0.99416 121.13134,0.99416 121.14314,1.00558 121.22572,1.00558 121.29650,1.07407 121.30830,1.07407 121.31928,1.08470"
SUL05,Sulawesi,Mootilango,Mootilango East,SS-LL,90,30.0,20.0,6.9,0.1,New,11,"121.01897,0.98275 120.98978,0.98275 120.97798,0.97133 120.94259,0.97133 120.93079,0.95992 120.88360,0.95992 120.83641,0.93709 120.82462,0.94850 120.81282,0.94850 120.78923,0.97133 120.78923,0.98275"
SUL06,Sulawesi,Tilamuta,Patilonggio,SS-LL,90,42.0,20.0,6.9,0.1,New,5,"121.57493,0.76449 121.68580,0.74304 121.80377,0.73162 121.92175,0.73162 121.97220,0.73650"
SUL07,Sulawesi,Tilamuta,Botumoito,SS-LL,90,32.0,20.0,6.7,0.1,New,4,"121.97220,0.73650 122.03972,0.74304 122.15769,0.75445 122.27566,0.74304"
SUL08,Sulawesi,Tilamuta,Popayato,SS-LL,90,15.0,30.0,6.2,0.1,New,4,"121.43722,0.80256 121.44986,0.80011 121.56783,0.76586 121.57493,0.76449"
SUL09,Sulawesi,Tilamuta,Lemito,N,60SE,30.0,20.0,6.5,0.1,New,4,"123.10145,0.48049 123.17224,0.41200 123.21942,0.32068 123.24302,0.22936"
SUL10,Sulawesi,Tilamuta,Tiloan-2,SS-LL,90,44.0,20.0,6.9,0.1,New,5,"120.74204,0.82294 120.86001,0.84577 120.97798,0.82294 121.09595,0.81152 121.15586,0.80573"
SUL11,Sulawesi,Tilamuta,Tiloan-1,SS-LL,90,30.0,20.0,6.7,0.1,New,4,"121.15586,0.80573 121.21392,0.80011 121.33189,0.82294 121.43722,0.80256"
SUL12,Sulawesi,Buol,Kokobuka,N,60N,32.0,20.0,6.5,0.1,New,5,"120.92427,0.95401 120.94259,0.95992 121.03696,0.98275 121.14314,1.02841 121.17722,1.04902"
SUL13,Sulawesi,Buol,Biau,N,60N,22.0,20.0,6.3,0.1,New,3,"121.17722,1.04902 121.23751,1.08548 121.33189,1.15397"
SUL14,Sulawesi,Buol,Baolan,N,60N,22.0,20.0,6.3,0.1,New,3,"120.74204,0.92567 120.83641,0.92567 120.92427,0.95401"
SUL15,Sulawesi,Tomini,Tomini,N,60S,81.0,20.0,6.8,1,Data Updated,23,"120.36665,0.48655 120.42594,0.49179 120.45830,0.49464 120.48209,0.50178 120.50399,0.51320 120.52873,0.52034 120.55265,0.53184 120.57166,0.53498 120.59250,0.53842 120.62581,0.53604 120.64628,0.53985 120.66306,0.54707 120.69625,0.55793 120.71243,0.56888 120.72588,0.57943 120.74648,0.59615 120.76097,0.60790 120.78476,0.61504 120.81474,0.61647 120.88422,0.60933 120.92850,0.60531 121.00380,0.59847 121.06310,0.59308"
SUL16,Sulawesi,West Ampana,West Ampana,N,60NW,80.0,20.0,7.0,1,New,5,"120.78923,-1.36873 120.90720,-1.26599 121.03696,-1.16326 121.16673,-1.03770 121.28470,-0.90072"
SUL17,Sulawesi,Togian,Togian South,N,60N,66.0,20.0,6.9,1,New,5,"122.07511,-0.54685 122.19308,-0.44412 122.32285,-0.40987 122.46441,-0.51261 122.55702,-0.60222"
SUL18,Sulawesi,Togian,Togian North,N,60S,40.0,20.0,6.6,1,New,4,"122.15769,-0.71808 122.27566,-0.70666 122.39363,-0.71808 122.51160,-0.72949"
SUL19,Sulawesi,Balantak,Siuna,SS-RL,90,142.0,20.0,7.6,4,New,41,"123.71164,-0.95701 123.55891,-0.92609 123.50831,-0.91203 123.42117,-0.88111 123.39118,-0.86893 123.35886,-0.85557 123.33893,-0.84912 123.33013,-0.84512 123.32054,-0.84072 123.29215,-0.83312 123.26857,-0.82593 123.23698,-0.81793 123.21939,-0.81234 123.18182,-0.80314 123.17022,-0.79914 123.15223,-0.79475 123.13384,-0.79155 123.12345,-0.78755 123.10746,-0.78435 123.09746,-0.78435 123.06548,-0.77676 123.05749,-0.77556 123.04909,-0.77396 123.04070,-0.77156 123.03070,-0.77036 123.02031,-0.77116 123.01311,-0.77036 123.00711,-0.76956 122.99912,-0.76596 122.99312,-0.76476 122.98313,-0.76236 122.96794,-0.75957 122.95674,-0.75797 122.94195,-0.75677 122.92996,-0.75477 122.88079,-0.74357 122.76925,-0.72039 122.70928,-0.70520 122.62906,-0.68419 122.53098,-0.65220 122.42722,-0.62875"
SUL20,Sulawesi,Balantak,Tombos,SS-RL,90,113.0,20.0,7.4,4,Data Updated,7,"123.45537,-1.09477 123.63232,-1.16326 123.80928,-1.23175 123.98623,-1.28882 124.16319,-1.34590 124.34015,-1.39156 124.51710,-1.42580"
SUL21,Sulawesi,Balantak,Mamping,SS-RL,90,125.0,20.0,7.5,4,Data Updated,7,"123.33740,-0.88930 123.52615,-0.93496 123.71490,-0.99204 123.90365,-1.02628 124.09241,-1.06052 124.28116,-1.11760 124.46991,-1.18609"
SUL22,Sulawesi,Ambelang,Ambelang,R,45E,52.0,20.0,7.0,1,Data Updated,4,"123.57334,-1.19750 123.71490,-1.24316 123.86826,-1.27741 124.02163,-1.28882"
SUL23,Sulawesi,Peleng,Peleng,SS-RL,90,111.0,20.0,7.4,1,Data Updated,10,"122.64544,-1.72950 122.85916,-1.54291 122.91465,-1.49446 122.93391,-1.47389 122.95606,-1.44132 122.97671,-1.40006 123.00241,-1.35295 123.04381,-1.27300 123.07807,-1.17592 123.17276,-0.90761"
SUL24,Sulawesi,Batui Thrust,Batui,R,45SE,85.0,20.0,7.3,4,Data Updated,17,"122.92056,-0.76203 122.90046,-0.76640 122.85939,-0.77339 122.82094,-0.78737 122.78248,-0.79611 122.76501,-0.80659 122.73704,-0.82232 122.71628,-0.83729 122.66435,-0.85460 122.59793,-0.88074 122.55165,-0.90759 122.50360,-0.95917 122.44178,-1.03937 122.39231,-1.10897 122.35557,-1.14500 122.33473,-1.17821 122.33049,-1.19376"
SUL25,Sulawesi,Maratua,Maratua,SS-LL,90,133.0,20.0,7.5,1,New,53,"116.84900,-1.25458 116.86080,-1.24316 116.87260,-1.24316 116.88439,-1.23175 116.89619,-1.23175 116.93158,-1.19750 116.93158,-1.16326 116.94338,-1.15184 116.94338,-1.12901 116.96697,-1.10618 116.96697,-1.08335 116.97877,-1.07194 116.99057,-1.07194 117.02596,-1.03770 117.03775,-1.03770 117.07315,-1.00345 117.07315,-0.99204 117.09674,-0.96921 117.09674,-0.95779 117.10854,-0.94638 117.10854,-0.93496 117.12033,-0.92355 117.12033,-0.90072 117.13213,-0.88930 117.13213,-0.85506 117.14393,-0.84364 117.14393,-0.82081 117.15573,-0.80940 117.15573,-0.79798 117.17932,-0.77515 117.17932,-0.72949 117.19112,-0.71808 117.19112,-0.70666 117.20291,-0.69525 117.20291,-0.67242 117.21471,-0.66100 117.21471,-0.64959 117.22651,-0.63817 117.22651,-0.62676 117.23831,-0.61534 117.23831,-0.60393 117.25010,-0.59251 117.25010,-0.55827 117.26190,-0.54685 117.26190,-0.52402 117.32088,-0.46695 117.32088,-0.44412 117.34448,-0.42129 117.34448,-0.40987 117.35628,-0.39846 117.35628,-0.35280 117.36807,-0.34138 117.36807,-0.32997"
SUL26,Sulawesi,Makassar Strait Thrust,Mamuju,R,45E,43.0,20.0,7.0,6,No Update,8,"118.77589,-2.60486 118.75604,-2.67235 118.73222,-2.72396 118.72428,-2.78550 118.72626,-2.82917 118.72031,-2.88276 118.70244,-2.93040 118.71237,-2.98400"
SUL27,Sulawesi,Makassar Strait Thrust,Somba,R,45E,101.0,20.0,7.4,6,No Update,19,"118.72031,-3.11898 118.73619,-3.14876 118.76993,-3.17655 118.77192,-3.19640 118.77192,-3.23014 118.77986,-3.27580 118.79375,-3.30359 118.79772,-3.34726 118.78383,-3.40086 118.79574,-3.45445 118.81757,-3.50805 118.84933,-3.57554 118.88506,-3.62913 118.94858,-3.66883 119.04982,-3.71846 119.11136,-3.73831 119.14907,-3.74228 119.19274,-3.74228 119.20465,-3.73831"
SUL28,Sulawesi,Makassar Strait Thrust,Makassar Central,R,45E,224.0,20.0,7.8,3,No Update,33,"119.20926,-1.45199 119.08872,-1.44103 119.06254,-1.43865 119.03637,-1.45055 118.99592,-1.48386 118.96023,-1.51242 118.91978,-1.51955 118.87932,-1.54097 118.84601,-1.58142 118.81032,-1.60284 118.78891,-1.61711 118.75321,-1.65280 118.71990,-1.70753 118.70324,-1.75274 118.64614,-1.81937 118.61520,-1.87885 118.56762,-1.94310 118.54858,-2.01686 118.54382,-2.09300 118.52479,-2.15249 118.51051,-2.24529 118.50099,-2.29288 118.49385,-2.39282 118.50575,-2.45944 118.50575,-2.51655 118.50337,-2.55938 118.48671,-2.62838 118.47720,-2.69263 118.47482,-2.75687 118.47720,-2.81636 118.49147,-2.87585 118.51765,-2.94723 118.55958,-3.06155"
SUL29,Sulawesi,Makassar Strait Thrust,Makassar North,R,45E,131.0,20.0,7.6,2,No Update,18,"119.31477,0.07230 119.29335,0.06279 119.22673,0.04137 119.19817,0.02234 119.15772,0.01282 119.12203,-0.01574 119.07920,-0.08474 119.06254,-0.14185 119.04589,-0.23940 119.03875,-0.31079 119.03637,-0.40359 119.03875,-0.47735 119.05065,-0.57015 119.07444,-0.65581 119.11965,-0.74147 119.14820,-0.79144 119.19103,-0.86520 119.24100,-0.91041"
SUL30,Sulawesi,Palukoro,Palu-Saluki,SS-LL,90,176.0,20.0,7.7,40,Data Updated,7,"119.55019,0.05130 119.56233,0.02389 119.69210,-0.19299 119.75108,-0.66100 119.84546,-0.96921 119.93984,-1.27741 119.99452,-1.45973"
SUL31,Sulawesi,Palukoro,Moa,SS-LL,90,89.0,20.0,7.3,40,Data Updated,4,"119.99452,-1.45973 120.04601,-1.63127 120.15218,-1.93948 120.32914,-2.17919"
SUL32,Sulawesi,Palukoro,Tanimbaya-North,SS-LL,90,101.0,20.0,7.4,40,New,5,"119.17621,1.72380 119.23201,1.50784 119.23201,1.22246 119.22021,0.93709 119.22512,0.81825"
SUL33,Sulawesi,Palukoro,Tanimbaya-South,SS-LL,90,94.0,20.0,7.3,40,Data Updated,4,"119.22512,0.81825 119.23201,0.65172 119.38537,0.42342 119.55019,0.05130"
SUL34,Sulawesi,Tambarana,Tambarana,SS-LL,90,83.0,20.0,7.2,0.1,New,6,"119.07865,-0.23865 119.00787,-0.39846 118.97248,-0.54685 118.99607,-0.69525 119.06685,-0.83223 119.16123,-0.93496"
SUL35,Sulawesi,Sausu,Sausu,SS,90,34.0,20.0,6.7,1,Data Updated,12,"120.44203,-1.20240 120.43370,-1.17860 120.41704,-1.15957 120.39325,-1.14410 120.37540,-1.14053 120.35637,-1.13577 120.32781,-1.13934 120.30402,-1.13339 120.27189,-1.12031 120.23851,-1.10880 120.20520,-1.10107 120.17843,-1.08739"
SUL36,Sulawesi,Tokararu,Tokararu,R,45W,61.0,20.0,7.1,2,Data Updated,12,"120.55898,-1.52846 120.57442,-1.50449 120.58539,-1.47849 120.59189,-1.43949 120.59207,-1.40922 120.58161,-1.33974 120.56638,-1.26645 120.55400,-1.20078 120.55522,-1.14613 120.54749,-1.10657 120.50763,-1.04352 120.48145,-1.00948"
SUL37,Sulawesi,Palolo,Palolo B,N,60N,24.0,20.0,6.3,0.1,No Update,5,"119.92190,-1.04787 119.97186,-1.08713 120.01350,-1.13591 120.04563,-1.17042 120.07180,-1.20611"
SUL38,Sulawesi,Palolo,Palolo A,N,60S,35.0,20.0,6.5,0.1,No Update,17,"120.26454,-1.28939 120.20267,-1.22871 120.17055,-1.20135 120.16173,-1.17700 120.15721,-1.16344 120.15388,-1.15773 120.14722,-1.15606 120.13984,-1.15868 120.13248,-1.15852 120.11486,-1.15582 120.10154,-1.14543 120.08489,-1.12877 120.08297,-1.12061 120.07656,-1.12045 120.06942,-1.12996 120.05752,-1.13948 120.04087,-1.14305"
SUL39,Sulawesi,Maleei,Maleei,R,45E,75.0,20.0,7.2,5,Data Updated,33,"120.44007,-1.49963 120.44007,-1.50914 120.43341,-1.53199 120.42675,-1.54912 120.41437,-1.57672 120.40486,-1.58814 120.39058,-1.61003 120.38011,-1.62336 120.37345,-1.64239 120.36964,-1.65762 120.37154,-1.67380 120.37725,-1.69379 120.38297,-1.70712 120.38582,-1.72330 120.38772,-1.73852 120.38201,-1.76232 120.37725,-1.78040 120.37250,-1.79849 120.36203,-1.82133 120.34775,-1.84417 120.33823,-1.86226 120.32871,-1.88415 120.32395,-1.90509 120.32395,-1.93364 120.32491,-1.95553 120.32395,-1.97933 120.32681,-1.99646 120.33062,-2.02311 120.33442,-2.04690 120.33633,-2.06784 120.34109,-2.08878 120.34489,-2.10877 120.35156,-2.12780"
SUL40,Sulawesi,Napu Thrust,Napu Thrust,R,45W,10.0,20.0,6.1,5,Data Updated,4,"116.89931,-1.22873 116.93158,-1.19750 116.93158,-1.16326 116.93924,-1.15584"
SUL41,Sulawesi,Bada NNE,Bulili,N,60W,28.0,20.0,6.4,0.1,No Update,29,"120.26552,-1.92141 120.26836,-1.90556 120.27161,-1.89581 120.27568,-1.88281 120.28451,-1.86765 120.29107,-1.85795 120.29621,-1.84967 120.30021,-1.84253 120.30449,-1.83710 120.30735,-1.83196 120.30992,-1.82540 120.31392,-1.81826 120.31563,-1.81198 120.31677,-1.80398 120.31649,-1.79770 120.31220,-1.78742 120.30992,-1.78028 120.30963,-1.77457 120.30878,-1.76629 120.31135,-1.75630 120.31591,-1.75030 120.32105,-1.74573 120.32477,-1.74031 120.32591,-1.73203 120.32734,-1.72060 120.32762,-1.71232 120.32762,-1.70233 120.32762,-1.69205 120.32743,-1.68996"
SUL42,Sulawesi,Bada WSW,Tuare,N,60S,17.0,20.0,6.1,0.1,No Update,21,"120.30284,-1.83484 120.29599,-1.83484 120.29085,-1.83513 120.28285,-1.83855 120.28057,-1.83884 120.27514,-1.84027 120.26829,-1.84141 120.26058,-1.84398 120.25430,-1.84398 120.25087,-1.84483 120.24830,-1.84598 120.24231,-1.84997 120.23860,-1.85197 120.23373,-1.85232 120.22733,-1.85666 120.22253,-1.85689 120.21682,-1.85849 120.21225,-1.86603 120.20356,-1.87517 120.18825,-1.88294 120.16609,-1.89665"
SUL43,Sulawesi,Besoa Fault EW,Besoa EW,N,60N,7.0,20.0,5.5,0.1,No Update,10,"120.20941,-1.73515 120.22004,-1.73429 120.22912,-1.73292 120.23478,-1.73241 120.23923,-1.73309 120.24352,-1.73463 120.25277,-1.73309 120.25637,-1.73086 120.26014,-1.73052 120.26769,-1.73001"
SUL44,Sulawesi,Besoa Fault NW,Doda,N,60E,10.0,20.0,5.9,0.1,Data Updated,6,"120.29852,-1.76430 120.29440,-1.75608 120.28664,-1.74313 120.27811,-1.73278 120.27019,-1.72227 120.24613,-1.69079"
SUL45,Sulawesi,Poso,Poso East,SS-LL,90,60.0,20.0,6.8,0.1,Data Updated,5,"120.77047,-1.46528 120.78923,-1.57420 120.81282,-1.72259 120.81282,-1.88240 120.83194,-2.00267"
SUL46,Sulawesi,Poso,Poso South,SS-LL,90,27.0,20.0,6.6,0.1,Data Updated,3,"120.83641,-2.03079 120.86001,-2.14494 120.90720,-2.25909"
SUL47,Sulawesi,Poso,Poso West,SS-LL,90,55.0,20.0,7.0,0.1,Data Updated,5,"120.40406,-1.55105 120.44711,-1.64269 120.50610,-1.77967 120.55328,-1.91665 120.57051,-2.01665"
SUL48,Sulawesi,Loa,Loa,SS,90,15.0,20.0,6.2,0.1,Data Updated,6,"125.29195,-2.23626 125.29571,-2.23626 125.30751,-2.22485 125.35470,-2.22485 125.39009,-2.19060 125.40820,-2.19060"
SUL49,Sulawesi,Peonea,Peonea,R,45E,29.0,20.0,6.7,0.1,New,11,"121.24579,1.02500 121.29650,1.07407 121.30830,1.07407 121.32009,1.08548 121.33189,1.08548 121.36728,1.11973 121.36728,1.13114 121.40267,1.16539 121.41447,1.16539 121.42627,1.17680 121.43807,1.17680"
SUL50,Sulawesi,Weluki,Weluki,R,45W,75.0,20.0,7.2,0.1,Data Updated,58,"121.20162,-2.05773 121.20519,-2.04762 121.21173,-2.03334 121.21768,-2.02085 121.21768,-2.00479 121.21233,-1.99467 121.20876,-1.98337 121.20935,-1.97385 121.21292,-1.96315 121.21292,-1.95006 121.21292,-1.94173 121.20876,-1.93221 121.21114,-1.92151 121.21947,-1.91080 121.22541,-1.89771 121.22482,-1.88581 121.22125,-1.87630 121.21887,-1.86856 121.22006,-1.86321 121.21828,-1.85726 121.21768,-1.84655 121.21233,-1.83822 121.20876,-1.82990 121.20578,-1.82157 121.20519,-1.81086 121.20400,-1.79777 121.20043,-1.78647 121.20043,-1.77874 121.19746,-1.76981 121.19329,-1.75851 121.19508,-1.74899 121.19864,-1.73829 121.20043,-1.72520 121.20459,-1.71152 121.20935,-1.70200 121.21352,-1.69129 121.21471,-1.68356 121.22125,-1.67285 121.22422,-1.66452 121.22422,-1.65203 121.22482,-1.63716 121.22303,-1.62526 121.21828,-1.61158 121.21590,-1.60623 121.21173,-1.59671 121.20816,-1.58481 121.20519,-1.57589 121.20281,-1.55804 121.19983,-1.54436 121.19567,-1.53603 121.18734,-1.51759 121.18318,-1.50034 121.17663,-1.48249 121.17366,-1.47119 121.16771,-1.45216 121.16474,-1.43966 121.15819,-1.42955 121.15225,-1.41944"
