Source_ID,Region,Main,Segment,Type,Dip_raw,Length_km,Width_km,Mmax,Sliprate,Status,N_vertex,Coords_lonlat
SUM53,Sumatra,Sumatran Fault,Ujung Kulon B,SS,90,152.0,30.0,7.2,10,Data Updated,9,"105.22539,-7.00156 105.29583,-7.09607 105.42827,-7.25620 105.54819,-7.40855 105.59869,-7.47815 105.66573,-7.55075 105.76932,-7.63495 105.86735,-7.70631 106.18982,-7.97418"
SUM54,Sumatra,Toru Fold Thrust,Sibolga #1,R,45E,103.0,30.0,7.4,0.24,New,7,"98.05000,2.25000 98.18000,2.19000 98.30000,2.10000 98.42000,2.02000 98.54000,1.92000 98.65000,1.80000 98.77000,1.64000"
SUM55,Sumatra,Toru Fold Thrust,Pinangsori #2,R,45E,29.0,30.0,6.7,0.24,New,3,"98.74000,1.58000 98.82000,1.48000 98.89000,1.36000"
SUM56,Sumatra,Toru Fold Thrust,TFTB #3,R,45E,24.0,30.0,6.7,0.12,New,3,"99.01000,1.20000 99.03000,1.10000 99.06000,0.99000"
SUM57,Sumatra,Toru Fold Thrust,TFTB #4,R,45E,30.0,30.0,6.8,0.12,New,3,"99.10000,1.25000 99.14000,1.14000 99.19000,1.02000"
SUM58,Sumatra,Toru Fold Thrust,TFTB #5,R,45E,22.0,30.0,6.6,0.12,New,3,"99.04000,1.05000 99.10000,0.99000 99.17000,0.92000"
SUM59,Sumatra,Toru Fold Thrust,TFTB #6,R,45E,29.0,30.0,6.7,0.12,New,3,"99.16000,1.15000 99.23000,1.05000 99.33000,0.95000"
SUM60,Sumatra,Toru Fold Thrust,TFTB #7,R,45E,63.0,30.0,7.2,0.24,New,5,"98.98000,0.80000 99.13000,0.73000 99.28000,0.65000 99.43000,0.58000 99.52000,0.54000"
SUM61,Sumatra,Toru Fold Thrust,TFTB #8,R,45E,30.0,30.0,6.8,0.24,New,3,"99.50000,0.56000 99.59000,0.48000 99.68000,0.39000"
SUM62,Sumatra,Toru Fold Thrust,TFTB #9,R,45E,26.0,30.0,6.7,0.24,New,3,"99.65000,0.29000 99.75000,0.24000 99.85000,0.18000"
SUM63,Sumatra,Pidie Fault,Pidie Jaya,SS,90,23.0,30.0,6.5,1,Data Updated,3,"96.15166,5.39241 96.18139,5.28270 96.21113,5.18987"
SUM64,Sumatra,Pidie Fault,Panteraja,SS,90,23.0,30.0,6.5,1,New,3,"95.86279,5.22785 95.95625,5.25316 96.05820,5.27004"
SUM65,Sumatra,Bireun Fault,Bireun,SS,90,30.0,30.0,6.6,0.5,New,3,"96.64868,5.30380 96.71240,5.19831 96.77613,5.08017"
SUM66,Sumatra,Lhokseumawe Fault,Lhokseumawe A,SS,90,37.0,30.0,6.8,1,Data Updated,4,"97.07349,5.30380 97.13721,5.19831 97.19669,5.09283 97.24766,5.01688"
SUM67,Sumatra,Lhokseumawe Fault,Lhokseumawe B,SS,90,25.0,30.0,6.5,0.5,New,3,"96.98853,5.28270 97.00977,5.17722 97.03101,5.07173"
SUM68,Sumatra,Lhokseumawe Fault,Lhokseumawe C,SS,90,19.0,30.0,6.4,0.5,New,3,"96.86109,5.31646 96.88233,5.23207 96.90357,5.15190"
SUM69,Sumatra,Langsa Back-Arc Thrust,Langsa 1,R,45SW,28.0,30.0,6.7,0.1,New,4,"97.16702,4.95423 97.25548,4.92254 97.34395,4.87676 97.37933,4.84155"
SUM70,Sumatra,Langsa Back-Arc Thrust,Langsa 2,R,45SW,37.0,30.0,6.9,0.1,New,4,"97.37933,4.82394 97.50318,4.77113 97.60934,4.70070 97.69780,4.64789"
SUM71,Sumatra,Langsa Back-Arc Thrust,Langsa 3,R,45SW,22.0,30.0,6.5,0.1,New,3,"97.68011,4.63028 97.75088,4.57746 97.82165,4.50704"
SUM72,Sumatra,Langsa Back-Arc Thrust,Langsa 4,R,45SW,17.0,30.0,6.3,0.1,New,3,"97.85350,4.48944 97.88181,4.41901 97.92427,4.34859"
SUM73,Sumatra,Langsa Back-Arc Thrust,Langsa 5,R,45SW,18.0,30.0,6.4,0.1,New,3,"97.55626,4.82394 97.62703,4.78873 97.69780,4.74648"
SUM74,Sumatra,Langsa Back-Arc Thrust,Langsa 6,R,45SW,23.0,30.0,6.5,0.1,New,4,"97.73319,4.73592 97.80396,4.68310 97.87473,4.63732 97.91012,4.61268"
SUM75,Sumatra,Oreng Fault,Oreng Fault,SS,90,62.0,20.0,6.8,1,Data Updated,6,"97.53857,4.57746 97.54564,4.45423 97.55272,4.31338 97.55980,4.17254 97.56688,4.03169 97.57041,3.97887"
SUM76,Sumatra,Takengon Fault,Lot Tawar-A,SS,90,20.0,30.0,6.4,0.5,Data Updated,3,"96.68931,4.75352 96.76008,4.70070 96.83086,4.64789"
SUM77,Sumatra,Takengon Fault,Lot Tawar-B,SS,90,22.0,30.0,6.5,1,New,3,"96.86624,4.61972 96.97240,4.59507 97.06086,4.57042"
SUM78,Sumatra,Takengon Fault,Lot Tawar-C,SS,90,28.0,30.0,6.6,1,New,4,"97.16702,4.48944 97.23779,4.41901 97.30856,4.33099 97.34395,4.27817"
SUM79,Sumatra,Takengon Fault,Lot Tawar-D,SS,90,30.0,30.0,6.6,0.5,New,4,"97.25548,4.40141 97.32625,4.37324 97.39702,4.33803 97.50318,4.27817"
SUM80,Sumatra,Takengon Fault,Lot Tawar-E,SS,90,25.0,20.0,6.5,0.5,New,4,"97.29087,4.33099 97.32625,4.27817 97.36164,4.20775 97.39702,4.15493"
SUM81,Sumatra,Takengon Fault,Peusangan-A,SS,90,32.0,20.0,6.7,0.5,Data Updated,3,"96.79547,4.61268 96.93701,4.52465 97.04317,4.43662"
SUM82,Sumatra,Takengon Fault,Peusangan-B,SS,90,20.0,20.0,6.4,0.5,New,3,"96.61854,4.64789 96.69993,4.61972 96.77778,4.58803"
SUM83,Sumatra,Takengon Fault,Peusangan-C,SS,90,22.0,30.0,6.5,0.5,New,4,"97.20948,4.39789 97.28025,4.36620 97.35102,4.33451 97.39702,4.31338"
SUM84,Sumatra,Takengon Fault,Celala,SS,90,22.0,20.0,6.6,0.1,New,3,"96.56546,4.50352 96.65393,4.57746 96.71762,4.62324"
SUM85,Sumatra,Mentawai Fault,Mentawai,R,45W,609.0,20.0,8.7,5,Data Updated,110,"102.10780,-4.90689 102.08924,-4.88119 102.05784,-4.84693 102.02785,-4.81980 101.97646,-4.79553 101.94933,-4.77411 101.93077,-4.73271 101.91364,-4.69274 101.90079,-4.65704 101.88937,-4.62135 101.86653,-4.58138 101.83797,-4.54711 101.80799,-4.51570 101.76231,-4.46716 101.74517,-4.43290 101.66951,-4.34010 101.62953,-4.29156 101.59384,-4.23588 101.53959,-4.16164 101.52674,-4.13023 101.49676,-4.08026 101.47392,-4.04600 101.43965,-3.97319 101.38397,-3.91180 101.36541,-3.86611 101.33829,-3.82756 101.29831,-3.77760 101.24977,-3.71478 101.22693,-3.66909 101.16411,-3.60199 101.11271,-3.55202 101.10272,-3.51348 101.08844,-3.46636 101.06988,-3.43210 101.00849,-3.35500 100.97280,-3.31931 100.94853,-3.28505 100.92426,-3.23651 100.90998,-3.21081 100.89571,-3.18654 100.88857,-3.14942 100.87286,-3.11087 100.83146,-3.05091 100.79434,-3.03378 100.76436,-3.00379 100.73295,-2.97239 100.72296,-2.94669 100.70440,-2.91242 100.68013,-2.87816 100.64444,-2.84961 100.59018,-2.83390 100.55592,-2.82391 100.52166,-2.81962 100.47026,-2.78679 100.40459,-2.73539 100.36033,-2.68399 100.30893,-2.62118 100.25182,-2.54694 100.21328,-2.48698 100.18044,-2.42844 100.17045,-2.39275 100.15903,-2.33992 100.15617,-2.30138 100.15046,-2.27282 100.13618,-2.22857 100.10620,-2.19430 100.08193,-2.16147 100.04767,-2.11435 100.02911,-2.08294 100.00912,-2.05867 99.99056,-2.03440 99.97628,-2.00299 99.95630,-1.96159 99.92917,-1.92447 99.89205,-1.88592 99.84351,-1.87450 99.81496,-1.84738 99.79354,-1.82025 99.76356,-1.78313 99.73358,-1.76029 99.70788,-1.73887 99.67933,-1.70461 99.65791,-1.67177 99.62936,-1.63465 99.58938,-1.61181 99.54798,-1.59325 99.50801,-1.57326 99.46803,-1.54756 99.43377,-1.49046 99.40950,-1.44477 99.38094,-1.40051 99.35524,-1.35626 99.32098,-1.29772 99.29814,-1.25632 99.25816,-1.20064 99.23104,-1.15924 99.19820,-1.12640 99.15537,-1.08214 99.11254,-1.03931 99.09969,-1.00219 99.08113,-0.96222 99.05686,-0.93081 99.03116,-0.88084 98.99975,-0.84658 98.95692,-0.81517 98.92694,-0.77947 98.90695,-0.74664 98.88839,-0.71808 98.86555,-0.69810 98.85413,-0.68668"
SUM86,Sumatra,Mentawai Fault,Enggano,R,45W,303.0,30.0,8.0,5,Data Updated,55,"104.18679,-6.59897 104.17917,-6.56851 104.16014,-6.52854 104.13539,-6.49618 104.09351,-6.45430 104.01927,-6.38767 103.95646,-6.34580 103.90887,-6.31343 103.87079,-6.28678 103.81559,-6.26775 103.77371,-6.26775 103.72993,-6.26585 103.69947,-6.23920 103.67282,-6.20303 103.64617,-6.15734 103.62143,-6.11356 103.59097,-6.06407 103.55290,-6.01838 103.51863,-5.98412 103.48818,-5.96127 103.45011,-5.94033 103.42346,-5.92130 103.38348,-5.89084 103.34731,-5.86039 103.32447,-5.83564 103.29401,-5.81851 103.26356,-5.79376 103.24452,-5.76901 103.21787,-5.74046 103.18551,-5.71571 103.13792,-5.67384 103.09795,-5.62815 103.05416,-5.58627 102.98944,-5.52916 102.93995,-5.48538 102.90949,-5.45683 102.88855,-5.44350 102.86571,-5.42827 102.83716,-5.40162 102.80670,-5.36165 102.78386,-5.33881 102.75911,-5.31216 102.71342,-5.27218 102.64680,-5.22269 102.57066,-5.17129 102.50403,-5.13513 102.44312,-5.09705 102.39553,-5.05898 102.35746,-5.02853 102.30796,-4.99045 102.28131,-4.96571 102.22421,-4.93906 102.17281,-4.91812 102.12903,-4.90860 102.12332,-4.90860"
